Category	Term	loglift	logprob	Relevance	year
topico49	proximity	4.4142	-5.5565	-1.56822	2006
topico49	gait	4.4062	-6.6323	-2.2169	2006
topico49	firm_level	4.405	-6.5885	-2.1911	2006
topico49	tax	4.4044	-5.4908	-1.53272	2006
topico49	board_gender_diversity	4.4029	-6.5942	-2.19536	2006
topico49	antidepressant	4.3963	-5.9603	-1.81766	2006
topico49	hungary	4.3915	-5.88	-1.7714	2006
topico49	choose	4.2686	-3.5835	-0.44266	2006
topico49	age_gender	4.2572	-4.2128	-0.8248	2006
topico49	decision	4.1535	-3.4151	-0.38766	2006
topico49	risky	4.2061	-5.2702	-1.47968	2006
topico49	age_gend	4.1862	-5.2404	-1.46976	2006
topico49	head	3.9701	-4.9177	-1.36258	2006
topico49	save	4.1728	-5.7599	-1.78682	2006
topico49	dataset	4.0191	-5.5975	-1.75086	2006
topico49	saving	4.2477	-5.9967	-1.89894	2006
topico49	risk	3.0426	-4.2998	-1.36284	2006
topico49	probability	3.4281	-5.2704	-1.791	2006
topico49	accident	4.0422	-5.757	-1.83732	2006
topico49	gender_difference	1.4021	-4.8228	-2.33284	2006
topico49	decision_mak	2.9687	-5.4713	-2.0953	2006
topico49	type	1.6565	-5.3428	-2.54308	2006
topico49	factor	1.5474	-5.429	-2.63844	2006
topico49	high	1.4782	-5.4264	-2.66456	2006
topico49	men_woman	1.1353	-5.5393	-2.86946	2006
topico49	influence	1.0413	-5.5453	-2.91066	2006
topico50	prejudice	4.3623	-4.5567	-0.9891	2006
topico50	temperament	4.3387	-5.5296	-1.58228	2006
topico50	sexism	4.3327	-4.5206	-0.97928	2006
topico50	homework	4.3257	-5.6499	-1.65966	2006
topico50	motivation	4.3196	-3.6622	-0.46948	2006
topico50	cohesion	4.3043	-5.6335	-1.65838	2006
topico50	sexual_prejudice	4.3021	-5.9925	-1.87466	2006
topico50	tolerance	4.2985	-5.1851	-1.39166	2006
topico50	self_regulation	4.298	-6.0454	-1.90804	2006
topico50	sensation_seek	4.2882	-6.0298	-1.9026	2006
topico50	intention	4.2798	-3.9347	-0.6489	2006
topico50	negative_affect	4.2738	-5.5538	-1.62276	2006
topico50	prediction	4.2662	-5.1006	-1.35388	2006
topico50	religiousness	4.2578	-6.3968	-2.13496	2006
topico50	manipulation	4.2546	-5.3649	-1.5171	2006
topico50	belief	4.2522	-3.4103	-0.3453	2006
topico50	autonomic	4.2446	-6.4974	-2.2006	2006
topico50	optimism	4.2362	-6.0468	-1.9336	2006
topico50	heart_rate	4.2274	-5.785	-1.78004	2006
topico50	mrt	4.226	-6.582	-2.2588	2006
topico50	male_participant	4.2244	-5.5135	-1.61834	2006
topico50	planned_behavior	4.2121	-6.5959	-2.2727	2006
topico50	perceived_control	4.2024	-6.4368	-2.18112	2006
topico50	adaptability	4.1853	-6.8225	-2.41938	2006
topico50	female_participant	4.1816	-5.2817	-1.49638	2006
topico50	tpb	4.1726	-6.8283	-2.42794	2006
topico50	subjective_norm	4.1723	-6.7638	-2.38936	2006
topico50	men_show	4.1682	-6.6325	-2.31222	2006
topico50	beliefs_gender	4.1576	-5.972	-1.92016	2006
topico50	honesty	4.1553	-6.718	-2.36868	2006
topico50	sexist_attitude	4.1517	-6.2605	-2.09562	2006
topico50	individual_difference	4.1143	-5.0658	-1.39376	2006
topico50	sexist	4.0782	-5.2606	-1.52508	2006
topico50	risk_tak	4.0439	-5.4656	-1.6618	2006
topico50	social_interaction	4.061	-5.8174	-1.86604	2006
topico50	cognitive	3.892	-4.5996	-1.20296	2006
topico50	tendency	3.8382	-4.4052	-1.10784	2006
topico50	situational	3.9256	-5.614	-1.79816	2006
topico50	scenario	3.565	-5.1576	-1.66856	2006
topico50	behavior	2.9296	-4.0089	-1.2335	2006
topico50	behavioral	3.5162	-5.2855	-1.76482	2006
topico50	gender_difference	1.8736	-4.3514	-1.8614	2006
topico50	predict	2.4565	-4.9315	-1.9763	2006
topico50	consistent	2.8808	-5.2621	-2.00494	2006
topico50	high	2.041	-4.8636	-2.10176	2006
topico50	motivate	3.3657	-5.577	-1.99992	2006
topico50	attitude	2.0745	-5.1005	-2.2305	2006
topico50	individual	1.5842	-5.1125	-2.43382	2006
topico50	response	1.7381	-5.223	-2.43856	2006
topico50	interaction	1.7866	-5.409	-2.53076	2006
topico50	support	1.2058	-5.434	-2.77808	2006
topico50	control	1.5542	-5.4583	-2.6533	2006
topico50	participant	1.5187	-5.4804	-2.68076	2006
topico50	perception	1.5012	-5.4804	-2.68776	2006
topico51	test	4.4966	-3.8833	-0.53134	2006
topico51	hotel	4.4796	-5.5564	-1.542	2006
topico51	stereotype	4.4628	-2.7605	0.12882	2006
topico51	library	4.4579	-5.0472	-1.24516	2006
topico51	solve	4.4233	-5.2243	-1.36526	2006
topico51	reasoning	4.4182	-5.6024	-1.59416	2006
topico51	verbal	4.4179	-4.5425	-0.95834	2006
topico51	gender_stereotype	4.4147	-4.3916	-0.86908	2006
topico51	simulation	4.41	-5.4293	-1.49358	2006
topico51	role_stereotype	4.3971	-6.2458	-1.98864	2006
topico51	gender_stereotyp	4.3932	-5.4259	-1.49826	2006
topico51	elementary	4.3842	-5.961	-1.82292	2006
topico51	behavioral_intention	4.3826	-6.063	-1.88476	2006
topico51	overconfidence	4.3773	-6.4863	-2.14086	2006
topico51	single_sex	4.3731	-5.5542	-1.58328	2006
topico51	information_system	4.3704	-6.4086	-2.097	2006
topico51	motor	4.3692	-5.5724	-1.59576	2006
topico51	stereotypes_gender	4.3678	-6.327	-2.04908	2006
topico51	cooperation	4.3529	-5.3457	-1.46626	2006
topico51	motor_skill	4.3491	-6.6532	-2.25228	2006
topico51	skill	4.3449	-3.4679	-0.34278	2006
topico51	groups_gender	4.3435	-6.2618	-2.01968	2006
topico51	differences_performance	4.3348	-6.5557	-2.1995	2006
topico51	amp	4.3316	-6.6697	-2.26918	2006
topico51	experimental_condition	4.3284	-6.5639	-2.20698	2006
topico51	bonus	4.324	-6.67	-2.2724	2006
topico51	swing	4.3189	-6.6687	-2.27366	2006
topico51	similar_gender	4.314	-6.3665	-2.0943	2006
topico51	students_participat	4.3106	-6.5991	-2.23522	2006
topico51	reactance	4.3106	-6.8321	-2.37502	2006
topico51	instruction	4.2435	-4.7963	-1.18038	2006
topico51	upper	4.2596	-6.0673	-1.93654	2006
topico51	found_male	4.2745	-6.2315	-2.0291	2006
topico51	measurement	4.0437	-4.5006	-1.08288	2006
topico51	experimental	4.0815	-4.8595	-1.2831	2006
topico51	ability	3.8567	-3.6626	-0.65488	2006
topico51	outperform	4.2527	-6.0959	-1.95646	2006
topico51	realistic	4.2029	-5.8829	-1.84858	2006
topico51	software	4.12	-5.6353	-1.73318	2006
topico51	muscle	4.0884	-5.7102	-1.79076	2006
topico51	related_difference	4.1646	-6.0098	-1.94004	2006
topico51	strength	3.2222	-5.1187	-1.78234	2006
topico51	interactive	3.7553	-5.716	-1.92748	2006
topico51	knowledge	2.6844	-4.7073	-1.75062	2006
topico51	design	2.6997	-4.7414	-1.76496	2006
topico51	group	2.3254	-4.5028	-1.77152	2006
topico51	gender_difference	1.8168	-4.4082	-1.9182	2006
topico51	average	2.8807	-5.3551	-2.06078	2006
topico51	system	2.0597	-5.0927	-2.23174	2006
topico51	males_female	2.4743	-5.3679	-2.23102	2006
topico51	learn	2.2159	-5.3682	-2.33456	2006
topico51	performance	1.8514	-5.2799	-2.42738	2006
topico51	style	2.4218	-5.4976	-2.32984	2006
topico51	activity	1.5531	-5.4114	-2.6256	2006
topico51	value	1.4552	-5.4919	-2.71306	2006
topico51	male_female	1.8095	-5.531	-2.5948	2006
topico51	domain	2.3146	-5.5556	-2.40752	2006
topico52	gid	4.9187	-4.4972	-0.73084	2006
topico52	greek	4.918	-4.1039	-0.49514	2006
topico52	stalk	4.9142	-4.6281	-0.81118	2006
topico52	dysphoria	4.899	-4.9292	-0.99792	2006
topico52	greece	4.8797	-4.6381	-0.83098	2006
topico52	identity_disorder	4.876	-5.2582	-1.20452	2006
topico52	reform	4.8647	-2.879	0.21848	2006
topico52	conversion	4.8619	-5.2158	-1.18472	2006
topico52	dsm	4.8507	-5.2684	-1.22076	2006
topico52	gender_identity_disorder	4.8478	-5.5667	-1.4009	2006
topico52	malaysia	4.8458	-4.6197	-0.8335	2006
topico52	malaysian	4.8451	-4.9671	-1.04222	2006
topico52	request	4.8446	-4.8943	-0.99874	2006
topico52	appointment	4.8329	-5.0621	-1.1041	2006
topico52	ottoman	4.8282	-5.6863	-1.4805	2006
topico52	gender_dysphoria	4.8086	-5.4618	-1.35364	2006
topico52	socialisation	4.7967	-5.6745	-1.48602	2006
topico52	reflective	4.7908	-5.016	-1.09328	2006
topico52	innovativeness	4.7864	-6.0158	-1.69492	2006
topico52	service_provision	4.7804	-5.934	-1.64824	2006
topico52	article_author	4.7694	-5.6398	-1.47612	2006
topico52	psychiatry	4.7664	-5.0632	-1.13136	2006
topico52	financial_performance	4.7529	-5.764	-1.55724	2006
topico52	somali	4.7448	-6.2419	-1.84722	2006
topico52	natal	4.7427	-5.9816	-1.69188	2006
topico52	extent_woman	4.7182	-6.0062	-1.71644	2006
topico52	tokenism	4.7179	-6.0211	-1.7255	2006
topico52	gender_dysphoric	4.7165	-6.2628	-1.87108	2006
topico52	breadwinner	4.7105	-5.3238	-1.31008	2006
topico52	pour	4.7095	-6.1208	-1.78868	2006
topico52	female_participation	4.7011	-5.7221	-1.55282	2006
topico52	transgender_person	4.6809	-5.6983	-1.54662	2006
topico52	designate	4.6717	-5.5881	-1.48418	2006
topico52	whole	4.5804	-4.8154	-1.05708	2006
topico52	consensus	4.5449	-4.744	-1.02844	2006
topico52	constitution	4.4389	-4.823	-1.11824	2006
topico52	unity	4.6099	-5.5463	-1.48382	2006
topico52	gender_diversity	4.4003	-5.0646	-1.27864	2006
topico52	affirmation	4.5611	-5.529	-1.49296	2006
topico52	actor	3.5294	-4.8153	-1.47742	2006
topico52	refusal	4.5036	-5.6061	-1.56222	2006
topico52	scarce	4.4028	-5.5661	-1.57854	2006
topico52	entity	4.1243	-5.4694	-1.63192	2006
topico52	person	2.578	-5.0602	-2.00492	2006
topico52	state	1.925	-4.9082	-2.17492	2006
topico52	change	2.7031	-5.1288	-1.99604	2006
topico52	provide	1.4693	-5.227	-2.54848	2006
topico52	process	0.9579	-5.508	-2.92164	2006
topico53	psychological_distress	4.3202	-4.4625	-0.94942	2006
topico53	drink	4.3164	-4.5863	-1.02522	2006
topico53	alcohol_use	4.3119	-4.601	-1.03584	2006
topico53	drinking	4.3068	-5.0202	-1.2894	2006
topico53	alcohol_consumption	4.3013	-5.0637	-1.3177	2006
topico53	alcohol	4.2968	-4.5771	-1.02754	2006
topico53	cope	4.2968	-3.8894	-0.61492	2006
topico53	distress	4.2928	-4.2874	-0.85532	2006
topico53	suicidal_ideation	4.2911	-5.2559	-1.4371	2006
topico53	coping_strategie	4.2855	-4.9761	-1.27146	2006
topico53	social_support	4.2722	-4.1534	-0.78316	2006
topico53	emerging_adult	4.272	-5.6429	-1.67694	2006
topico53	gambling	4.2446	-5.755	-1.75516	2006
topico53	life_event	4.2431	-5.8309	-1.8013	2006
topico53	anxiety_depression	4.227	-5.6471	-1.69746	2006
topico53	perceived_stress	4.2254	-6.1704	-2.01208	2006
topico53	stressor	4.2208	-4.4673	-0.99206	2006
topico53	coping_style	4.2158	-6.1638	-2.01196	2006
topico53	internalized_homophobia	4.214	-6.3022	-2.09572	2006
topico53	stress	4.2136	-3.5288	-0.43184	2006
topico53	csr	4.2085	-6.3841	-2.14706	2006
topico53	heavy_drink	4.1953	-6.4928	-2.21756	2006
topico53	gambler	4.1949	-6.4741	-2.2065	2006
topico53	female_adolescent	4.1946	-5.886	-1.85376	2006
topico53	stress_cop	4.1908	-6.5203	-2.23586	2006
topico53	coping_strategi	4.1871	-6.4521	-2.19642	2006
topico53	physical_health	4.1759	-5.6298	-1.70752	2006
topico53	overweight_obese	4.1759	-6.5339	-2.24998	2006
topico53	stressful	4.1731	-6.1356	-2.01212	2006
topico53	internalizing_problem	4.1729	-6.5775	-2.27734	2006
topico53	adolescent	4.147	-3.1171	-0.21146	2006
topico53	gamble	4.152	-5.6496	-1.72896	2006
topico53	mental_health	4.0869	-4.0086	-0.7704	2006
topico53	health_outcome	4.1431	-5.6846	-1.75352	2006
topico53	young_adult	4.0689	-4.5688	-1.11372	2006
topico53	factors_associated	4.1335	-5.5489	-1.67594	2006
topico53	wave	3.9639	-4.9883	-1.40742	2006
topico53	conflict_resolution	4.1349	-6.0973	-2.00442	2006
topico53	buffer	4.0199	-5.9258	-1.94752	2006
topico53	risk_factor	3.0667	-5.3615	-1.99022	2006
topico53	gender_difference	1.6457	-4.5793	-2.0893	2006
topico53	adult	2.2507	-5.1741	-2.20418	2006
topico53	support	1.6159	-5.024	-2.36804	2006
topico53	association	1.9888	-5.3033	-2.38646	2006
topico53	college_student	2.5732	-5.4878	-2.2634	2006
topico53	higher_level	2.7295	-5.5594	-2.24384	2006
topico53	indicate	1.267	-5.5576	-2.82776	2006
topico53	relationship	0.8376	-5.5808	-3.01344	2006
topico53	men_woman	1.0577	-5.6169	-2.94706	2006
topico54	friendship	4.4018	-3.8055	-0.52258	2006
topico54	ritual	4.3885	-4.4337	-0.90482	2006
topico54	intimacy	4.3535	-4.3305	-0.8569	2006
topico54	space	4.3478	-2.6369	0.15698	2006
topico54	negotiation	4.3283	-3.8269	-0.56482	2006
topico54	friend	4.3221	-3.7397	-0.51498	2006
topico54	spatial	4.3028	-4.073	-0.72268	2006
topico54	factory	4.2947	-5.8541	-1.79458	2006
topico54	urban_space	4.2883	-6.1373	-1.96706	2006
topico54	jamaica	4.2881	-6.0191	-1.89622	2006
topico54	micro	4.2811	-5.4435	-1.55366	2006
topico54	intimate	4.2622	-4.8612	-1.21184	2006
topico54	jamaican	4.2568	-6.4746	-2.18204	2006
topico54	inside_outside	4.2513	-6.3316	-2.09844	2006
topico54	summit	4.2323	-6.5736	-2.25124	2006
topico54	femicide	4.2296	-6.0103	-1.91434	2006
topico54	architecture	4.2226	-5.5239	-1.6253	2006
topico54	organizational_culture	4.2214	-6.3047	-2.09426	2006
topico54	space_gender	4.2103	-6.4947	-2.2127	2006
topico54	identity_work	4.2001	-6.6927	-2.33558	2006
topico54	room	4.197	-5.1175	-1.3917	2006
topico54	operative	4.1855	-6.7374	-2.36824	2006
topico54	youtube	4.1812	-6.4674	-2.20796	2006
topico54	compliment	4.1793	-6.9487	-2.4975	2006
topico54	skilled	4.1793	-5.778	-1.79508	2006
topico54	residential	4.1785	-5.3579	-1.54334	2006
topico54	renegotiate	4.1783	-6.4097	-2.1745	2006
topico54	interactional	4.1733	-5.4912	-1.6254	2006
topico54	uzbekistan	4.1626	-6.9983	-2.53394	2006
topico54	social_exclusion	4.1625	-6.2476	-2.08356	2006
topico54	hide	4.1558	-4.9752	-1.3228	2006
topico54	macro	4.159	-5.7534	-1.78844	2006
topico54	relational	4.0119	-4.3752	-1.02036	2006
topico54	negotiate	3.9533	-3.9677	-0.7993	2006
topico54	drawing_interview	4.1296	-6.1226	-2.02172	2006
topico54	women_worker	4.0843	-5.9703	-1.94846	2006
topico54	domestic	3.7446	-4.6593	-1.29774	2006
topico54	boundary	3.6928	-4.5065	-1.22678	2006
topico54	invisibility	3.9703	-5.6408	-1.79636	2006
topico54	communicative	4.0327	-5.8481	-1.89578	2006
topico54	homicide	3.9423	-5.7452	-1.8702	2006
topico54	industry	3.3413	-4.597	-1.42168	2006
topico54	maintenance	3.4692	-5.6762	-2.01804	2006
topico54	create	2.0787	-5.0887	-2.22174	2006
topico54	interaction	2.0965	-5.0992	-2.22092	2006
topico54	relationship	1.5451	-4.8733	-2.30594	2006
topico54	structure	1.9431	-5.3044	-2.4054	2006
topico54	context	1.3922	-5.211	-2.56972	2006
topico54	live	1.604	-5.4817	-2.64742	2006
topico54	practice	1.053	-5.4892	-2.87232	2006
topico54	process	0.9558	-5.5101	-2.92374	2006
topico54	power	1.7248	-5.6064	-2.67392	2006
topico54	construction	1.9048	-5.6215	-2.61098	2006
topico54	shape	1.8818	-5.6382	-2.6302	2006
topico55	literacy	4.8878	-4.2647	-0.6037	2006
topico55	comment	4.8833	-3.7205	-0.27898	2006
topico55	crisis	4.8343	-3.6974	-0.28472	2006
topico55	entrance	4.8153	-5.7435	-1.51998	2006
topico55	specie	4.7929	-5.6202	-1.45496	2006
topico55	lecture	4.7909	-5.0991	-1.1431	2006
topico55	flight	4.7895	-5.8973	-1.62258	2006
topico55	gender_history	4.7826	-5.9293	-1.64454	2006
topico55	par	4.7677	-5.9538	-1.6652	2006
topico55	dominican_republic	4.7591	-6.1709	-1.7989	2006
topico55	analogy	4.7566	-6.0132	-1.70528	2006
topico55	social_representation	4.7546	-5.688	-1.51096	2006
topico55	life_work	4.753	-6.0889	-1.75214	2006
topico55	suicidal_thought	4.7511	-6.2392	-1.84308	2006
topico55	remark	4.75	-5.4225	-1.3535	2006
topico55	mexico_city	4.7434	-5.9956	-1.7	2006
topico55	current_state	4.7398	-5.8521	-1.61534	2006
topico55	turning_point	4.738	-5.8935	-1.6409	2006
topico55	discordant	4.7333	-6.2239	-1.84102	2006
topico55	polarization	4.7324	-5.9454	-1.67428	2006
topico55	architect	4.731	-6.062	-1.7448	2006
topico55	binary_gender	4.7303	-6.1313	-1.78666	2006
topico55	agrarian	4.7282	-5.591	-1.46332	2006
topico55	outdoor	4.7279	-5.4953	-1.40602	2006
topico55	environmental_justice	4.7278	-6.3155	-1.89818	2006
topico55	speculate	4.7262	-5.5312	-1.42824	2006
topico55	suburban	4.7215	-5.3761	-1.33706	2006
topico55	odor	4.7213	-6.3869	-1.94362	2006
topico55	connotation	4.7204	-5.6295	-1.48954	2006
topico55	ecosystem	4.72	-6.3513	-1.92278	2006
topico55	rio_de_janeiro	4.7186	-5.647	-1.50076	2006
topico55	bill	4.7117	-5.3623	-1.3327	2006
topico55	format	4.6932	-4.5651	-0.86178	2006
topico55	fifth	4.7018	-5.4007	-1.3597	2006
topico55	soviet	4.6791	-5.2806	-1.29672	2006
topico55	unify	4.7018	-5.7573	-1.57366	2006
topico55	smith	4.6187	-5.5834	-1.50256	2006
topico55	policy_change	4.6051	-5.5337	-1.47818	2006
topico55	remarkable	4.5454	-5.321	-1.37444	2006
topico55	psychoanalysis	4.4292	-4.9686	-1.20948	2006
topico55	southern	4.2928	-4.681	-1.09148	2006
topico55	south	4.4266	-5.1953	-1.34654	2006
topico55	briefly	4.5145	-5.418	-1.445	2006
topico55	consolidation	4.5374	-5.5681	-1.5259	2006
topico55	fragment	4.5261	-5.5697	-1.53138	2006
topico55	perspective	3.1438	-3.7755	-1.00778	2006
topico55	uncover	4.0542	-5.0599	-1.41426	2006
topico55	sea	4.5552	-5.6331	-1.55778	2006
topico55	history	2.5155	-4.7418	-1.83888	2006
topico55	gender_issue	3.7467	-5.331	-1.69992	2006
topico55	underline	4.41	-5.5855	-1.5873	2006
topico55	question	1.9328	-4.9958	-2.22436	2006
topico55	category	2.1592	-5.1773	-2.2427	2006
topico55	consider	1.3439	-5.2381	-2.6053	2006
topico55	note	2.7221	-5.3963	-2.14894	2006
topico55	view	1.5116	-5.4092	-2.64088	2006
topico56	asian_american	5.2459	-3.7057	-0.12506	2006
topico56	dream	5.2319	-4.0329	-0.32698	2006
topico56	ethnic_identity	5.2175	-4.6109	-0.67954	2006
topico56	loyalty	5.2036	-4.5505	-0.64886	2006
topico56	dif	5.2032	-4.816	-0.80832	2006
topico56	lgb	5.1953	-4.9481	-0.89074	2006
topico56	asian	5.1908	-3.7332	-0.1636	2006
topico56	fitness	5.1791	-4.6444	-0.715	2006
topico56	passion	5.1747	-4.6517	-0.72114	2006
topico56	advisor	5.1656	-5.1927	-1.04938	2006
topico56	queen	5.164	-4.8507	-0.84482	2006
topico56	honour	5.1414	-5.2694	-1.10508	2006
topico56	violent_behavior	5.1383	-5.2066	-1.06864	2006
topico56	republican	5.113	-4.6642	-0.75332	2006
topico56	passionate	5.108	-5.701	-1.3774	2006
topico56	advise	5.1065	-5.2741	-1.12186	2006
topico56	congressional	5.0955	-5.5835	-1.3119	2006
topico56	lesbian_gay_bisexual_lgb	5.0941	-5.6952	-1.37948	2006
topico56	inner_city	5.0855	-5.2334	-1.10584	2006
topico56	cmc	5.0821	-5.8393	-1.47074	2006
topico56	crack_cocaine	5.0811	-5.7361	-1.40922	2006
topico56	pennsylvania	5.08	-5.8596	-1.48376	2006
topico56	incest	5.0703	-5.8509	-1.48242	2006
topico56	differential_item_functioning_dif	5.0694	-5.9235	-1.52634	2006
topico56	clergy	5.0632	-5.1474	-1.06316	2006
topico56	controlling_behavior	5.0613	-5.8763	-1.50126	2006
topico56	bodybuilder	5.06	-5.9763	-1.56178	2006
topico56	weight_concern	5.0596	-5.9497	-1.54598	2006
topico56	educational_background	5.0539	-5.8716	-1.5014	2006
topico56	neonatal	5.0475	-5.9447	-1.54782	2006
topico56	gender_ethnicity	5.0466	-3.9316	-0.34032	2006
topico56	uniform	5.0241	-4.915	-0.93936	2006
topico56	ethnicity	4.9362	-3.3421	-0.03078	2006
topico56	plantation	5.0266	-5.4054	-1.2326	2006
topico56	san_francisco	5.0198	-5.379	-1.21948	2006
topico56	integrative	4.9813	-5.073	-1.05128	2006
topico56	socialize	4.9457	-4.9306	-0.98008	2006
topico56	law_enforcement	4.9833	-5.2942	-1.1832	2006
topico56	minority_group	4.9704	-5.2872	-1.18416	2006
topico56	con	4.9769	-5.473	-1.29304	2006
topico56	premature	4.9482	-5.5453	-1.3479	2006
topico56	social_class	4.2732	-4.9991	-1.29018	2006
topico56	dependence	4.332	-5.0545	-1.2999	2006
topico56	model	2.7391	-3.8473	-1.21274	2006
topico56	individual	1.5861	-5.1106	-2.43192	2006
topico56	origin	3.137	-5.2973	-1.92358	2006
topico57	retirement	4.7985	-4.4692	-0.76212	2006
topico57	self_concept	4.7961	-3.998	-0.48036	2006
topico57	well_be	4.7616	-3.3397	-0.09918	2006
topico57	psychological_well_be	4.761	-5.0362	-1.11732	2006
topico57	body_weight	4.7396	-5.0388	-1.12744	2006
topico57	mexican_american	4.7315	-4.7292	-0.94492	2006
topico57	serum	4.7257	-5.6583	-1.5047	2006
topico57	enjoyment	4.725	-4.6938	-0.92628	2006
topico57	ethnic_gender	4.7245	-4.9804	-1.09844	2006
topico57	self_perceiv	4.7174	-5.4964	-1.41088	2006
topico57	opioid	4.7108	-5.7115	-1.54258	2006
topico57	pathway	4.7063	-4.0897	-0.5713	2006
topico57	ethnic_difference	4.7029	-5.5475	-1.44734	2006
topico57	family_friend	4.7002	-5.5306	-1.43828	2006
topico57	psychological_well	4.6991	-5.8411	-1.62502	2006
topico57	life_course	4.6988	-4.4459	-0.78802	2006
topico57	well_being	4.6967	-5.0864	-1.17316	2006
topico57	blood_pressure	4.6922	-5.5611	-1.45978	2006
topico57	retire	4.6856	-5.6706	-1.52812	2006
topico57	sexual_function	4.6714	-5.7998	-1.61132	2006
topico57	identity_development	4.6645	-5.2041	-1.25666	2006
topico57	older_worker	4.6509	-6.0302	-1.75776	2006
topico57	dissimilarity	4.6481	-6.1169	-1.8109	2006
topico57	age_sex	4.6375	-5.9882	-1.73792	2006
topico57	sexual_minority	4.6341	-4.8791	-1.07382	2006
topico57	renal	4.6314	-5.9005	-1.68774	2006
topico57	ace	4.6285	-6.3538	-1.96088	2006
topico57	discriminant	4.6258	-6.1972	-1.868	2006
topico57	self_perception	4.6198	-5.0289	-1.16942	2006
topico57	undesirable	4.6169	-5.8602	-1.66936	2006
topico57	food_insecurity	4.6114	-5.7698	-1.61732	2006
topico57	white_black	4.6137	-5.8725	-1.67802	2006
topico57	gender_ethnic	4.5706	-5.0944	-1.2284	2006
topico57	sexual_identity	4.4967	-4.5792	-0.94884	2006
topico57	disadvantage	4.1354	-4.4718	-1.02892	2006
topico57	hierarchical_regression	4.4554	-5.4634	-1.49588	2006
topico57	strongly_associat	4.4559	-5.5112	-1.52436	2006
topico57	college_woman	4.2451	-5.1141	-1.37042	2006
topico57	subsample	4.3888	-5.5308	-1.56296	2006
topico57	low_level	4.1804	-5.398	-1.56664	2006
topico57	ethnic_group	4.0161	-5.3005	-1.57386	2006
topico57	adult	2.8128	-4.6119	-1.64202	2006
topico57	subjective	3.6488	-5.1206	-1.61284	2006
topico57	concept	2.4273	-4.6561	-1.82274	2006
topico57	minority	3.1277	-5.1685	-1.85002	2006
topico57	individual	1.5573	-5.1394	-2.46072	2006
topico57	group	1.321	-5.5071	-2.77586	2006
topico57	men_woman	1.1662	-5.5084	-2.83856	2006
topico58	parenthood	4.6947	-4.263	-0.67992	2006
topico58	career	4.6892	-2.7929	0.19994	2006
topico58	aspiration	4.6838	-4.2128	-0.65416	2006
topico58	childcare	4.6833	-4.2889	-0.70002	2006
topico58	adjustment	4.6434	-3.6621	-0.3399	2006
topico58	family_role	4.6434	-5.5052	-1.44576	2006
topico58	parental_leave	4.6374	-5.4736	-1.4292	2006
topico58	family_policie	4.6359	-5.6688	-1.54692	2006
topico58	specialization	4.6262	-5.3759	-1.37506	2006
topico58	out_group	4.6251	-5.7002	-1.57008	2006
topico58	patent	4.6241	-5.9354	-1.7116	2006
topico58	anticipate	4.6187	-4.2207	-0.68494	2006
topico58	career_aspiration	4.6125	-5.8509	-1.66554	2006
topico58	sexual_satisfaction	4.6054	-5.3087	-1.34306	2006
topico58	heterosexual_coupl	4.6048	-5.7324	-1.59752	2006
topico58	polyamorous	4.5931	-6.124	-1.83716	2006
topico58	women_perceiv	4.5917	-5.6696	-1.56508	2006
topico58	professional_woman	4.5877	-5.8725	-1.68842	2006
topico58	robert	4.587	-5.9351	-1.72626	2006
topico58	mistrust	4.5801	-6.2406	-1.91232	2006
topico58	in_group	4.5728	-6.1902	-1.885	2006
topico58	prescriptive	4.5649	-6.1187	-1.84526	2006
topico58	ladder	4.5637	-5.9822	-1.76384	2006
topico58	professional_identity	4.5585	-6.0029	-1.77834	2006
topico58	fathersa	4.5507	-6.3217	-1.97274	2006
topico58	emotion_work	4.5506	-6.3993	-2.01934	2006
topico58	egalitarian	4.5413	-4.3962	-0.8212	2006
topico58	attitudes_belief	4.5364	-6.1794	-1.89308	2006
topico58	psychological_gender	4.536	-6.3728	-2.00928	2006
topico58	job_related	4.5359	-6.2597	-1.94146	2006
topico58	expectation	4.5253	-3.1614	-0.08672	2006
topico58	leave	4.525	-3.3374	-0.19244	2006
topico58	evaluative	4.5012	-5.6565	-1.59342	2006
topico58	gender_division	4.5178	-6.0423	-1.81826	2006
topico58	salient	4.2531	-4.9261	-1.25442	2006
topico58	entry	4.1231	-4.863	-1.26856	2006
topico58	paid_work	4.0355	-5.1868	-1.49788	2006
topico58	family_life	4.1888	-5.4724	-1.60792	2006
topico58	focusing_gender	4.3894	-5.8769	-1.77038	2006
topico58	highlights_importance	4.4239	-5.935	-1.79144	2006
topico58	career_choice	4.217	-5.7271	-1.74946	2006
topico58	expect	2.7273	-5.0841	-1.95954	2006
topico58	centrality	3.6971	-5.6667	-1.92118	2006
topico58	role	1.1815	-5.4485	-2.7965	2006
topico58	men_woman	1.1779	-5.4968	-2.82692	2006
topico58	time	1.2097	-5.5053	-2.8193	2006
topico58	influence	1.0395	-5.5471	-2.91246	2006
topico58	enter	2.637	-5.6878	-2.35788	2006
topico58	formation	2.6649	-5.7044	-2.35668	2006
topico59	section	4.8359	-3.8606	-0.382	2006
topico59	sex_difference	4.8309	-4.1154	-0.53688	2006
topico59	stem	4.8304	-3.9958	-0.46532	2006
topico59	conversation	4.8297	-3.415	-0.11712	2006
topico59	oral	4.8256	-4.8991	-1.00922	2006
topico59	terrorist	4.7947	-5.3995	-1.32182	2006
