term	Category	Freq	Term	Total	loglift	logprob	prob
27358	topico29	15.993522	fico	17.098694	4.970499992	-7.020999908	-2.224399948
28487	topico29	72.92077	apparel	77.97199	4.970300198	-5.503799915	-1.31415987
19951	topico29	11.5822315	competenc	12.398569	4.969200134	-7.343699932	-2.418539906
26541	topico29	15.836039	women_disabiliti	16.963102	4.968599796	-7.030900002	-2.231100082
26462	topico29	14.831146	discursive_psychology	15.906816	4.967299938	-7.096399784	-2.270919895
33151	topico29	19.396332	girly	20.87196	4.964000225	-6.828100204	-2.111260033
29764	topico29	12.597423	second_case	13.5795145	4.962200165	-7.259699821	-2.370939827
21687	topico29	12.881062	addressee	13.957412	4.957099915	-7.237400055	-2.359600067
20428	topico29	15.376183	builds_previous	16.694666	4.954999924	-7.060299873	-2.254179955
23125	topico29	16.362906	demonstrates_way	17.859913	4.949800014	-6.998099804	-2.218939877
18532	topico29	13.267225	school_university	14.494143	4.948900223	-7.207900047	-2.345179939
24552	topico29	10.001547	theoretical_consideration	10.994842	4.942599773	-7.490399837	-2.517199993
33982	topico29	11.251081	tool_assess	12.519265	4.930500031	-7.372700214	-2.451420116
30502	topico29	15.451955	sexuality_bas	17.203764	4.929900169	-7.055399895	-2.261279869
20432	topico29	25.98402	delegation	29.088171	4.924499989	-6.535699844	-1.951619911
28932	topico29	12.16288	pareja	13.81255	4.910099983	-7.294799805	-2.41283989
7124	topico29	9.521779	filing	10.856101	4.906199932	-7.539599895	-2.561279964
30698	topico29	13.557539	political_empowerment	15.782861	4.885300159	-7.186200142	-2.357600021
13536	topico29	168.02911	portugal	196.0246	4.883200169	-4.669000149	-0.848120022
34719	topico29	43.255898	womena_bodie	50.649174	4.879499912	-6.026000023	-1.663800049
28834	topico29	30.884102	mexican_immigrant	36.36423	4.874000072	-6.36289978	-1.868139839
28535	topico29	21.559366	someone	25.617678	4.864799976	-6.722300053	-2.087460041
7283	topico29	95.04847	missionary	123.26253	4.777400017	-5.238800049	-1.232320023
431	topico29	305.74783	resident	473.52148	4.599899769	-4.070400238	-0.602280235
10871	topico29	50.349373	consumersa	67.92757	4.737800121	-5.874199867	-1.629399872
95	topico29	139.43442	portuguese	220.7773	4.577700138	-4.85559988	-1.082279873
13341	topico29	62.11524	vaginal	87.390144	4.695899963	-5.664199829	-1.520159912
2529	topico29	156.73666	tactic	260.53748	4.529099941	-4.738599777	-1.03151989
7378	topico29	48.859272	revictimization	67.81572	4.709499836	-5.904200077	-1.658720112
5704	topico29	57.547478	convert	88.69323	4.604700089	-5.740499973	-1.602419949
11292	topico29	94.481544	partner_violence	181.27881	4.385700226	-5.244800091	-1.392599964
30158	topico29	51.97623	othersa	84.208336	4.554800034	-5.842400074	-1.683520031
25857	topico29	30.49506	organizational_context	41.688293	4.724699974	-6.375599861	-1.935479927
5356	topico29	61.14394	illegal	108.050415	4.467899799	-5.679900169	-1.620780182
19308	topico29	48.933445	dona	82.26492	4.517799854	-5.902699947	-1.734500027
5897	topico29	82.946304	craft	174.16045	4.295499802	-5.375	-1.506800079
28993	topico29	24.535786	driving_force	31.600536	4.78429985	-6.592999935	-2.042080021
3496	topico29	34.936142	normative_data	52.78703	4.624599934	-6.239600182	-1.893920135
19594	topico29	26.624544	coin	36.397556	4.724599838	-6.511300087	-2.016940117
16747	topico29	45.15677	policies_practice	89.039215	4.358399868	-5.982999802	-1.846439934
5058	topico29	31.68472	focal	49.706337	4.586999893	-6.337299824	-1.967579937
14851	topico29	32.38227	para_la	52.286972	4.558199883	-6.315499783	-1.966019917
6386	topico29	45.277348	artifact	98.9589	4.255400181	-5.980400085	-1.886079979
13649	topico29	56.76638	matrix	165.29907	3.968499899	-5.754199982	-1.865120029
2131	topico29	82.5978	gender_perspective	403.76523	3.450500011	-5.379199982	-1.847319984
2874	topico29	123.96238	action	1586.4003	2.488100052	-4.973199844	-1.988679886
966	topico29	77.29275	search	587.4933	3.009000063	-5.445600033	-2.063759995
12742	topico29	55.95938	typology	264.25043	3.484999895	-5.768499851	-2.067099953
1060	topico29	98.961365	policy	2779.0535	1.702200055	-5.198400021	-2.43815999
205	topico29	87.74972	perspective	2760.729	1.588500023	-5.318699837	-2.555819893
16662	topico29	51.389004	sexual_violence	395.9991	2.995300055	-5.853700161	-2.314100075
9417	topico29	40.328896	disparate	116.84165	3.973599911	-6.096099854	-2.068219948
59	topico29	73.99445	case	3458.6187	1.192700028	-5.489200115	-2.816440058
180	topico29	71.10091	develop	2899.0334	1.329300046	-5.529099941	-2.785739946
1061	topico29	72.98206	process	4368.5234	0.945299983	-5.502900124	-2.923620081
485	topico29	64.57329	identify	3112.8503	1.161800027	-5.625400066	-2.910520029
1483	topico29	48.795685	pressure	723.8182	2.340399981	-5.905499935	-2.607139969
115	topico29	48.899147	build	1116.0366	1.909500003	-5.903399944	-2.778239965
746	topico29	49.23746	mean	2606.453	1.068199992	-5.896500111	-3.11062007
12668	topico30	120.44609	narcissism	121.10805	4.985099792	-5.048600197	-1.035120201
18605	topico30	295.96072	textbook	300.31067	4.975999832	-4.149600029	-0.499360085
4319	topico30	39.817406	coed	40.43661	4.975200176	-6.155499935	-1.703219891
7291	topico30	30.721437	tattoo	31.30775	4.971700191	-6.414899826	-1.860259819
22905	topico30	22.526615	individual_sport	23.145191	4.963500023	-6.725200176	-2.049720097
32587	topico30	17.938896	all_encompass	18.573902	4.955800056	-6.952899933	-2.189419937
13046	topico30	98.61721	female_entrepreneur	102.25041	4.954400063	-5.248600006	-1.167399979
34627	topico30	18.33143	male_ceo	19.081404	4.950500011	-6.931200027	-2.178520012
14916	topico30	13.193706	relationshipa	13.747399	4.949500084	-7.260099888	-2.376259899
13934	topico30	25.601324	reversal_gender	27.00567	4.937200069	-6.597199917	-1.983439922
16832	topico30	18.875525	political_ambition	20.10521	4.927499771	-6.90199995	-2.170200062
20632	topico30	24.71637	sec	26.504759	4.920800209	-6.632400036	-2.011119938
7649	topico30	613.5295	entrepreneur	661.96185	4.914599895	-3.420599937	-0.086520004
30880	topico30	13.970724	authority_figure	15.319675	4.89839983	-7.202899933	-2.362380028
20619	topico30	19.920864	female_executif	21.98175	4.892199993	-6.848100185	-2.151980114
23524	topico30	12.265439	chief_executive	13.539038	4.891799927	-7.333099842	-2.443139935
20846	topico30	14.209946	broadcasting	15.71331	4.890100002	-7.185900211	-2.355500126
33661	topico30	11.548516	men_body_image	12.772615	4.889900208	-7.393300056	-2.480019951
34017	topico30	9.65141	political_commitment	10.724129	4.885200024	-7.572700024	-2.589540005
18953	topico30	7.532392	entrepreneurs_gender	8.449007	4.875800133	-7.820600033	-2.742039967
11796	topico30	8.719161	arguing_gender	9.958619	4.857699871	-7.674300194	-2.661500168
11202	topico30	13.043165	weak_evidence	14.945287	4.854499817	-7.27159977	-2.421159935
21393	topico30	122.441475	women_entrepreneur	141.53374	4.845699787	-5.03219986	-1.081040001
23172	topico30	49.446106	singaporean	58.000835	4.830999851	-5.93900013	-1.631000137
10726	topico30	10.895563	primary_reason	12.786424	4.830599785	-7.451499939	-2.538660049
30599	topico30	12.852687	gender_entrepreneurial	15.224441	4.82130003	-7.286300182	-2.443260098
14913	topico30	10.964192	grounded_social	13.031876	4.817900181	-7.445199966	-2.539959908
10593	topico30	18.090227	leisure_space	21.546185	4.81580019	-6.944499969	-2.240379906
30358	topico30	90.22836	srh	107.722565	4.813399792	-5.337500095	-1.277140141
34706	topico30	13.173183	implicit_bia	15.838945	4.806300163	-7.261700153	-2.434500027
421	topico30	1314.5197	network	1591.5149	4.799399853	-2.658600092	0.324599886
973	topico30	181.22598	web	224.55962	4.776199818	-4.640100002	-0.873580074
32690	topico30	33.39697	unconditional	41.190857	4.780900002	-6.331399918	-1.88647995
8321	topico30	240.60904	social_network	337.61392	4.651899815	-4.356699944	-0.75326004
16654	topico30	18.36723	merchandise	22.274542	4.797699928	-6.929299831	-2.238499928
6279	topico30	234.6367	religiosity	387.29062	4.489500046	-4.381800175	-0.833280087
8986	topico30	105.54634	nigerian	162.63588	4.558300018	-5.180699825	-1.285099888
3099	topico30	32.629505	team_sport	43.228107	4.709300041	-6.354599953	-1.929039955
27898	topico30	102.32876	sexualization	168.30052	4.493100166	-5.211699963	-1.329779911
19372	topico30	64.94267	positionality	100.81989	4.550799847	-5.66629982	-1.579459953
6668	topico30	174.74496	entrepreneurial	358.03577	4.273300171	-4.676499844	-1.096579838
913	topico30	138.7282	executive	276.6034	4.300499916	-4.907299995	-1.224180031
1189	topico30	146.40085	nigeria	299.9451	4.27339983	-4.853499889	-1.202740002
12053	topico30	51.668236	wall	84.5883	4.497700214	-5.894999981	-1.737919903
34011	topico30	28.41335	modela	38.665966	4.682499886	-6.493000031	-2.022800064
20886	topico30	54.713455	broadcast	93.845604	4.451099873	-5.83769989	-1.722179985
5152	topico30	67.798454	gender_representation	137.67087	4.282299995	-5.623300076	-1.661060047
7645	topico30	64.80804	ambition	129.08568	4.301599979	-5.668399811	-1.680399895
14215	topico30	30.212854	node	43.81865	4.618800163	-6.431600094	-2.011439991
6195	topico30	134.49376	contact	546.8258	3.588000059	-4.938300133	-1.527780056
5782	topico30	66.66395	political_participation	188.9695	3.948699951	-5.640200138	-1.804640102
1643	topico30	60.91922	ceo	170.09259	3.963799953	-5.73029995	-1.852659988
4609	topico30	141.04109	business	1076.4296	2.958300114	-4.890799999	-1.751159954
989	topico30	37.044655	embeddedness	65.081764	4.427100182	-6.227700233	-1.965780067
783	topico30	120.523	researcher	1380.5735	2.552200079	-5.047999859	-2.007919884
14501	topico30	37.256798	small_business	69.86099	4.361899853	-6.222000122	-1.988440132
1091	topico30	75.48045	author	1630.3301	1.917999983	-5.515999794	-2.542399883
813	topico30	75.94091	representation	2167.2722	1.639299989	-5.509900093	-2.65022006
62	topico30	70.41993	class	1518.424	1.919700027	-5.585400105	-2.583360052
1281	topico30	57.103798	literature	1764.7065	1.559700012	-5.795000076	-2.853120041
20215	topico31	74.42195	robot	74.98378	4.896900177	-5.616300106	-1.411019993
30642	topico31	75.02703	mindfulness	76.12406	4.889900208	-5.608200073	-1.408959961
25454	topico31	33.21066	vanuatu	33.79854	4.886899948	-6.423099995	-1.899100018
33526	topico31	27.150467	spousal_violence	27.71942	4.883699894	-6.624599934	-2.021280003
34745	topico31	24.708801	womena_work	25.262415	4.8822999	-6.718900204	-2.078420162
21519	topico31	25.336432	child_custody	25.929996	4.881299973	-6.693799973	-2.063759995
24455	topico31	27.341703	arbitration	27.992392	4.880899906	-6.617599964	-2.018200016
25162	topico31	22.410685	quota_law	22.974274	4.879600048	-6.816500187	-2.138060093
8629	topico31	22.36993	body_hair	22.97536	4.877699852	-6.81829977	-2.139899921
19856	topico31	19.682238	couplea	20.246994	4.876200199	-6.94630003	-2.217299938
28612	topico31	17.375326	academic_writ	17.93728	4.872600079	-7.071000099	-2.293560028
30911	topico31	16.085735	equitable_attitude	16.646523	4.870200157	-7.148099899	-2.340779877
32659	topico31	10.82612	electoral_gender_quota	11.381697	4.854400158	-7.544099808	-2.584699821
11776	topico31	12.252357	advancement_gender	13.050856	4.841300011	-7.420300007	-2.51566
33956	topico31	19.399439	vindication	20.897549	4.83010006	-6.960800171	-2.244440079
23652	topico31	33.85622	political_office	36.602802	4.826399803	-6.403900146	-1.911780167
21863	topico31	11.080908	policy_response	12.034595	4.821899891	-7.520800114	-2.583720112
29596	topico31	33.29867	gender_based_violence_gbv	36.27597	4.818799973	-6.420499802	-1.924779892
1006	topico31	13.487104	spatial_practic	14.723308	4.816800117	-7.324299812	-2.46785984
12192	topico31	115.57828	social_worker	127.354576	4.807400227	-5.176099777	-1.182699776
12845	topico31	18.026653	night_time	19.926199	4.804299831	-7.034200191	-2.298800182
21629	topico31	10.512133	implies_gender	11.647462	4.80189991	-7.573500156	-2.62334013
30278	topico31	54.014748	usersa	60.81266	4.785900116	-5.936800003	-1.647719955
12066	topico31	10.782411	roles_shap	12.332173	4.770199776	-7.548099995	-2.620780087
26373	topico31	11.377259	categories_emerg	13.07467	4.765399933	-7.494400024	-2.590480042
12703	topico31	33.26088	husbanda	38.32975	4.762599945	-6.421599865	-1.947919941
28533	topico31	9.383738	existing_model	10.8779	4.756700039	-7.686999798	-2.709519863
9795	topico31	34.076733	drag_queen	39.62626	4.753600121	-6.397399902	-1.936999893
19595	topico31	27.05698	empathetic	31.503475	4.752299786	-6.628099918	-2.075940037
10755	topico31	14.497337	power_social	16.955786	4.747799873	-7.251999855	-2.452079964
5663	topico31	22.458557	issue_woman	26.467558	4.740200043	-6.81430006	-2.192500019
18990	topico31	18.65167	time_frame	21.997477	4.739500046	-7.000100136	-2.304260063
22083	topico31	43.31491	firearm	52.96551	4.703299999	-6.15749979	-1.813179874
13010	topico31	91.325356	political_partie	121.5911	4.618199825	-5.411600113	-1.399680138
12238	topico31	56.418594	couple_relationship	75.3946	4.614500046	-5.893199921	-1.690119934
32575	topico31	40.317112	peacekeeping	51.868923	4.652500153	-6.229199886	-1.876519871
14077	topico31	38.47616	legal_reform	49.245773	4.657700062	-6.276000023	-1.902519989
12782	topico31	72.791954	sacred	103.857376	4.548999786	-5.638400078	-1.563440132
13759	topico31	33.313496	political_party	42.940205	4.650599957	-6.420100212	-1.991820145
17567	topico31	33.46249	sexual_citizenship	45.40676	4.599199772	-6.415599823	-2.009679985
7114	topico31	163.81482	code	366.64072	4.098800182	-4.827300072	-1.25685997
2453	topico31	61.68744	midlife	107.33976	4.350500107	-5.803899765	-1.742139816
9747	topico31	87.08687	collective_action	180.9393	4.17320013	-5.45909977	-1.60617981
2647	topico31	101.51948	mandate	240.98363	4.039999962	-5.305799961	-1.567479992
9034	topico31	29.608044	vocational_train	40.120613	4.600599766	-6.538000107	-2.082560158
4676	topico31	278.23465	womena	1642.8838	3.128700018	-4.297599792	-1.327079868
23366	topico31	32.61671	supermarket	47.493534	4.528699875	-6.44119978	-2.053239918
1157	topico31	122.66166	quota	526.5346	3.447599888	-5.116600037	-1.690920067
7035	topico31	42.744587	assembly	81.721825	4.256400108	-6.170800209	-1.999920082
4158	topico31	94.93239	adoption	555.30133	3.138099909	-5.372799873	-1.96843996
25818	topico31	44.350674	hetero	106.33992	4.029900074	-6.133900166	-2.06838007
7757	topico31	53.012253	cut	181.05568	3.676199913	-5.955500126	-2.10282011
3028	topico31	77.05855	negotiation	769.2462	2.603600025	-5.581399918	-2.30739994
21827	topico31	36.290787	political_representation	72.69604	4.209700108	-6.334499836	-2.116819859
2303	topico31	82.35617	access	1244.5747	2.188999891	-5.514999866	-2.433399963
11786	topico31	53.09762	technological	276.0326	3.256099939	-5.95389986	-2.26989994
1892	topico31	79.21112	discrimination	1392.2859	2.037899971	-5.553899765	-2.517179871
3885	topico31	72.633606	adopt	1217.3947	2.085400105	-5.640600204	-2.550200081
59	topico31	81.0865	case	3458.6187	1.151299953	-5.530499935	-2.85777998
980	topico31	71.992256	challenge	3172.4165	1.118800044	-5.649499893	-2.942179918
252	topico31	62.15277	member	1424.175	1.772699952	-5.79640007	-2.768760061
3510	topico31	42.630653	working_woman	161.64809	3.57159996	-6.173399925	-2.275399971
560	topico31	65.77798	explore	3391.8054	0.961600006	-5.739699841	-3.059179902
1075	topico31	59.280483	gender	2132.213	1.321799994	-5.843699932	-2.977499962
4689	topico31	45.735016	secure	338.45358	2.902899981	-6.103199959	-2.500759983
2591	topico31	50.982616	professional	1390.5345	1.598500013	-5.99450016	-2.957300091
1061	topico31	54.926895	process	4368.5234	0.528299987	-5.920000076	-3.340680051
985	topico31	51.07267	debate	1597.9442	1.461199999	-5.992800236	-3.011200142
1211	topico31	51.089966	place	2103.4888	1.186699986	-5.992400169	-3.120760107
200	topico31	48.549904	offer	2385.0593	1.010100007	-6.043399811	-3.221999884
9911	topico32	55.89102	refugee_woman	56.605396	5.009200096	-5.785200119	-1.467440033
25693	topico32	19.00374	norma	19.577866	4.992099762	-6.863900185	-2.121500206
23171	topico32	23.698053	pap	24.53962	4.986999989	-6.643199921	-1.991119957
26622	topico32	17.138594	muslim_community	17.769423	4.98570013	-6.967299938	-2.186099911
34638	topico32	13.547761	changing_gender_norm	14.101311	4.981800079	-7.202400208	-2.328720093
34743	topico32	12.760048	identities_construct	13.322265	4.97879982	-7.262300014	-2.365860081
33244	topico32	10.403313	economic_force	10.98504	4.96750021	-7.466499805	-2.492899799
29666	topico32	23.84008	ecological_model	25.193037	4.966700077	-6.637199879	-1.995639896
26738	topico32	12.457743	development_programm	13.193582	4.96449995	-7.286200047	-2.385920048
5014	topico32	37.349754	polygamy	39.834366	4.957499981	-6.188300133	-1.729980087
27004	topico32	17.56755	gender_injustice	18.799812	4.954100132	-6.942500114	-2.183860016
30263	topico32	11.603677	lived_body	12.422802	4.953700066	-7.357299805	-2.432899857
28279	topico32	12.89851	consisted_adolescent	13.845829	4.951000214	-7.25150013	-2.370499992
8093	topico32	45.181732	flemish	48.802067	4.9447999	-5.997900009	-1.620820045
5433	topico32	16.797775	reclamation	18.145079	4.944699764	-6.987299919	-2.214500046
25897	topico32	15.944394	paramilitary	17.261967	4.942500114	-7.039500237	-2.246700096
28575	topico32	15.376603	cross_lagged	16.708244	4.938799858	-7.075699806	-2.26989994
34410	topico32	15.688012	caster_semenya	17.11649	4.934700012	-7.055699825	-2.25953989
12978	topico32	25.126785	editorial_board	27.590082	4.92840004	-6.584599972	-1.979399967
25556	topico32	23.018572	ranged_year	25.484533	4.920100212	-6.672299862	-2.035339832
21221	topico32	12.364939	advocacy_work	13.72856	4.917300224	-7.293700218	-2.409300041
33474	topico32	11.198079	increases_decreas	12.441237	4.916600227	-7.392799854	-2.469039822
33113	topico32	27.178463	outcome_expectation	30.470905	4.90749979	-6.506199837	-1.940719986
34173	topico32	12.239875	deleuzian	13.727796	4.90719986	-7.303899765	-2.419459915
28902	topico32	14.00216	images_female	15.713544	4.906599998	-7.169400215	-2.33900013
2472	topico32	78.766945	cyberspace	88.41157	4.906400204	-5.442100048	-1.302699947
19985	topico32	14.371072	network_structure	16.212236	4.901299953	-7.143400192	-2.325520134
22254	topico32	11.605877	women_rate	13.102395	4.900599957	-7.35710001	-2.454020023
18263	topico32	26.406412	identity_process	29.817398	4.900400162	-6.534999847	-1.960839844
20530	topico32	13.889194	empty	15.688114	4.900100231	-7.177499771	-2.34645977
5067	topico32	119.20697	computer_science	140.36176	4.858500004	-5.027699947	-1.073219967
2276	topico32	264.30838	prostitution	325.68323	4.813099861	-4.231500149	-0.613660145
23886	topico32	20.84917	post_assault	23.764149	4.890999794	-6.771299839	-2.106379986
3307	topico32	310.52615	refugee	390.73676	4.792099953	-4.070300102	-0.52534008
9467	topico32	55.999077	auditor	66.58062	4.848800182	-5.783199787	-1.530399799
34335	topico32	98.86179	bdsm	121.48549	4.81580019	-5.214900017	-1.202619934
9107	topico32	75.85813	monogamy	92.221504	4.826600075	-5.479700089	-1.357180023
21093	topico32	131.20105	adolescentsa	164.17714	4.797699928	-4.931900024	-1.040060043
9109	topico32	27.487303	non_monogamy	31.961624	4.871099949	-6.494900227	-1.948500156
15941	topico32	150.72708	displacement	220.97472	4.63929987	-4.79309988	-1.02013998
18339	topico32	25.586336	online_social	30.118296	4.858799934	-6.566500187	-1.996380138
11702	topico32	27.331627	school_experience	32.495895	4.848800182	-6.500500202	-1.960780048
19567	topico32	21.68461	poly	24.967236	4.880899906	-6.731999874	-2.086839962
23195	topico32	48.290215	multimodal	64.84533	4.727099895	-5.931399822	-1.667999935
26495	topico32	30.93489	expression_gender	38.607086	4.800300121	-6.376699924	-1.905899906
8826	topico32	87.54099	ethnic_minority	139.39272	4.55670023	-5.336500168	-1.379220009
28054	topico32	21.822704	multiple_social	25.23795	4.87650013	-6.725599766	-2.084759808
1400	topico32	74.50118	colour	126.99862	4.488500118	-5.497799873	-1.503279877
25967	topico32	46.937527	body_work	74.256676	4.563199997	-5.959799767	-1.750599861
34608	topico32	27.452375	individuals_identify	36.217506	4.744800091	-6.496099949	-1.999739933
23593	topico32	53.172607	audit	111.22779	4.283800125	-5.835000038	-1.787479973
7200	topico32	33.424755	constructionist	51.84746	4.582900047	-6.299300194	-1.946420097
5225	topico32	86.58614	muslim_woman	286.3361	3.825900078	-5.347400188	-1.678080082
21598	topico32	34.90132	modesty	59.321453	4.491399765	-6.256100178	-1.957100201
1413	topico32	231.98955	identity	3473.1765	2.315700054	-4.361899853	-1.69085989
446	topico32	145.50867	experience	1368.9901	2.780299902	-4.828299999	-1.784860039
4856	topico32	62.252148	welfare	396.01538	3.171600103	-5.677400112	-2.137800026
20	topico32	51.751507	dress	276.22382	3.347100019	-5.862100124	-2.178420067
245	topico32	81.252625	interest	1613.552	2.033200026	-5.410999775	-2.433319855
692	topico32	44.11388	host	190.63649	3.558300018	-6.021800041	-2.189760017
849	topico32	68.27259	race	1006.7666	2.330899954	-5.585100174	-2.418700123
3342	topico32	48.454865	lived_experience	385.79288	2.94720006	-5.927999973	-2.37791996
277	topico32	64.54055	category	1793.9938	1.697000027	-5.641300201	-2.70598011
1389	topico32	69.83408	view	2640.2466	1.389400005	-5.5625	-2.781739998
1260	topico32	62.277164	environment	1609.7198	1.76970005	-5.677000046	-2.698320007
560	topico32	58.690563	explore	3391.8054	0.964999974	-5.736299992	-3.055780005
17	topico32	56.12002	culture	2454.1409	1.243800044	-5.781099796	-2.97113986
1153	topico32	52.74363	interview	1700.0731	1.548900008	-5.843100071	-2.886300039
342	topico32	56.848755	include	4920.135	0.561200023	-5.768199921	-3.236439943
11036	topico33	54.439198	syrian	55.060574	3.862999916	-6.959000111	-2.6302001
16790	topico33	138.25238	post_conflict	140.84644	3.855799913	-6.02699995	-2.073880005
34666	topico33	27.555906	syrian_refugee	28.10936	3.854500055	-7.639900208	-3.042140102
31082	topico33	31.078691	women_peace	31.711176	3.854199886	-7.519599915	-2.970079994
32886	topico33	26.832844	marketisation	27.469524	3.850899935	-7.666500092	-3.059540081
31104	topico33	34.197735	postconflict	35.02992	3.850300074	-7.423900127	-2.914220047
19176	topico33	23.969465	northern_uganda	24.553831	3.850300074	-7.779300213	-3.127460098
2049	topico33	824.6601	war	844.77386	3.850300074	-4.241099834	-1.004539871
1684	topico33	280.3223	gender_violence	287.18524	3.850199938	-5.320199966	-1.652040005
9453	topico33	23.782581	rights_gender	24.42571	3.847700119	-7.787099838	-3.133179855
14696	topico33	23.517593	violent_conflict	24.168476	3.847100019	-7.798299789	-3.140139866
15874	topico33	75.03996	gendered_violence	77.17586	3.846299887	-6.638100147	-2.444340134
34701	topico33	18.151068	ma_sda	18.704521	3.844300032	-8.05739975	-3.296719837
34660	topico33	16.694296	institutional_design	17.24775	3.841799974	-8.140999794	-3.347879887
8500	topico33	280.1482	chile	289.61496	3.841099977	-5.320799828	-1.656039906
34148	topico33	15.892486	protagonista	16.455263	3.839600086	-8.190199852	-3.378279877
32218	topico33	15.762474	equality_norm	16.326817	3.83920002	-8.19849968	-3.3834198
34668	topico33	15.107189	ca?mo	15.662589	3.83829999	-8.24090004	-3.409220028
34049	topico33	16.379366	non_governmental_organization	16.990505	3.83769989	-8.160099983	-3.360980034
31599	topico33	58.40671	transitional_justice	60.599937	3.837500095	-6.888700008	-2.598219967
203	topico33	216.01506	peace	224.1335	3.837500095	-5.580699921	-1.813419914
4687	topico33	13.882627	rights_land	14.483535	3.832000017	-8.325499535	-3.462499714
33850	topico33	12.9795	share_gender	13.541833	3.832000017	-8.392700195	-3.50282011
23092	topico33	12.525375	women_cedaw	13.15564	3.825299978	-8.428299904	-3.526859951
32553	topico33	24.111687	zionist	25.497759	3.818500042	-7.77339983	-3.136639881
23090	topico33	38.7996	cedaw	41.2398	3.81340003	-7.297699928	-2.853259945
26535	topico33	38.005043	holocaust	40.396267	3.81340003	-7.318399906	-2.865679932
10156	topico33	109.2319	armed_conflict	116.70145	3.808199883	-6.262599945	-2.234280014
3121	topico33	11.650193	case_present	12.498895	3.804100037	-8.500800133	-3.578840065
32817	topico33	10.908593	democracia	11.823011	3.793900013	-8.56649971	-3.622339821
9825	topico33	114.71946	gender_justice	127.553276	3.768300056	-6.213600159	-2.220840073
1116	topico33	374.42883	violence_woman	427.87073	3.740999937	-5.030700207	-1.522020149
8498	topico33	223.71742	consent	261.93152	3.716700077	-5.545700073	-1.840740013
2106	topico33	347.7241	democracy	429.74988	3.66260004	-5.104700089	-1.597780037
735	topico33	600.31915	activism	788.1166	3.602200031	-4.558599949	-1.294279957
1437	topico33	1480.9781	violence	2065.579	3.541699886	-3.655600071	-0.776680088
22992	topico33	197.41013	argentina	257.53082	3.608500004	-5.670800209	-1.959080124
3433	topico33	146.85744	mobilization	186.66896	3.634500027	-5.966599941	-2.126159954
1491	topico33	546.9523	activist	792.10846	3.503999949	-4.65170002	-1.389420033
3026	topico33	49.511032	international_relation	56.991615	3.733700037	-7.053899765	-2.738859844
2941	topico33	541.31067	justice	824.2759	3.453900099	-4.662099838	-1.415699863
16865	topico33	86.36329	humanitarian	108.15476	3.649399996	-6.497499943	-2.438739967
652	topico33	412.6442	domestic_violence	694.68866	3.353499889	-4.933499813	-1.618699932
5120	topico33	126.120674	chilean	173.89432	3.553200006	-6.118899822	-2.250059891
3907	topico33	69.32576	dissent	86.23732	3.656100035	-6.717299938	-2.567939949
3967	topico33	56.54868	dictatorship	68.49324	3.682699919	-6.921000004	-2.679520035
6476	topico33	137.78738	women_right	207.65451	3.46420002	-6.030399799	-2.232559872
2856	topico33	106.10517	socialist	150.9819	3.521600008	-6.291699886	-2.366379929
348	topico33	671.44946	movement	1768.614	2.905900002	-4.446700096	-1.505660057
10959	topico33	102.700325	republican	150.59058	3.491600037	-6.324299812	-2.397939873
2862	topico33	202.6173	violent	386.56018	3.228399992	-5.644800186	-2.095520115
5035	topico33	96.49788	ban	142.272	3.486200094	-6.386600018	-2.437479973
2241	topico33	564.9396	conflict	1707.9313	2.768100023	-4.619400024	-1.664400005
8116	topico33	132.76553	latin_america	237.2813	3.29369998	-6.067500114	-2.323020077
2887	topico33	252.7723	regime	656.4526	2.920000076	-5.423600197	-2.086160088
3136	topico33	170.09793	press	405.5033	3.005599976	-5.819699764	-2.289579868
262	topico33	329.47968	right	1466.4064	2.381299973	-5.158599854	-2.142639923
508	topico33	454.76935	state	2817.4775	2.050600052	-4.836299896	-2.081539917
1191	topico33	323.48444	political	1453.8978	2.371500015	-5.17689991	-2.15753994
1060	topico33	384.01932	policy	2779.0535	1.895200014	-5.005400181	-2.245160103
536	topico33	189.12105	military	630.1906	2.670700073	-5.713699818	-2.359939861
992	topico33	235.67882	frame	1544.3027	1.994500041	-5.493599892	-2.498359919
573	topico33	232.85567	politic	1614.741	1.937899947	-5.505700111	-2.528260088
1253	topico33	151.29002	democratic	378.04388	2.958600044	-5.936900139	-2.378700066
122	topico33	231.28137	feminist	2211.058	1.616799951	-5.512499809	-2.660779905
1794	topico33	238.79826	country	2585.888	1.492200017	-5.480500221	-2.691420126
59	topico33	244.2813	case	3458.6187	1.224099994	-5.457799911	-2.785039949
2874	topico33	205.0797	action	1586.4003	1.828500032	-5.632699966	-2.648219967
2054	topico33	202.33484	equality	1680.3684	1.757500052	-5.64620018	-2.684720087
985	topico33	193.95628	debate	1597.9442	1.765499949	-5.688499928	-2.706899977
172	topico33	199.86488	argue	2578.3555	1.317100048	-5.658500195	-2.868260098
17726	topico34	95.929596	incivility	96.53556	5.038700104	-5.221899986	-1.11765995
25799	topico34	77.16416	cyprus	77.86003	5.035999775	-5.439499855	-1.249300003
34200	topico34	67.2426	swb	67.891975	5.035399914	-5.577199936	-1.332159996
21549	topico34	118.28918	romanian	119.58967	5.034100056	-5.012300014	-0.993739986
34713	topico34	46.235085	womena_health	46.78863	5.033100128	-5.951700211	-1.557780075
34728	topico34	42.191032	young_womena	42.74458	5.032000065	-6.043300152	-1.613180065
