id;pais;ISO2;continente;subcontinente;topico_number;topico;importancia_topico;periodo;cantidad
2246;Suiza;CH;Europa;Europa Occidental;Topic92;T92 - Género y trabajo;0.0178285566461538;2004_2006;39
2247;Suiza;CH;Europa;Europa Occidental;Topic92;T92 - Género y trabajo;0.0193640041607143;2007_2009;56
2248;Suiza;CH;Europa;Europa Occidental;Topic92;T92 - Género y trabajo;0.0274541855029412;2010_2012;68
2249;Suiza;CH;Europa;Europa Occidental;Topic92;T92 - Género y trabajo;0.0142955490515625;2013_2015;128
2250;Suiza;CH;Europa;Europa Occidental;Topic92;T92 - Género y trabajo;0.0178224634962406;2016_2018;133
2251;Suiza;CH;Europa;Europa Occidental;Topic94;T94 - Diversidad de género;0.00561683367692308;2004_2006;39
2252;Suiza;CH;Europa;Europa Occidental;Topic94;T94 - Diversidad de género;0.00601354501071429;2007_2009;56
2253;Suiza;CH;Europa;Europa Occidental;Topic94;T94 - Diversidad de género;0.00480808852941176;2010_2012;68
2254;Suiza;CH;Europa;Europa Occidental;Topic94;T94 - Diversidad de género;0.0066496866046875;2013_2015;128
2255;Suiza;CH;Europa;Europa Occidental;Topic94;T94 - Diversidad de género;0.00899727122706767;2016_2018;133
2256;Suiza;CH;Europa;Europa Occidental;Topic96;T96 - Teoría feminista;0.0397090579846154;2004_2006;39
2257;Suiza;CH;Europa;Europa Occidental;Topic96;T96 - Teoría feminista;0.0236844151392857;2007_2009;56
2258;Suiza;CH;Europa;Europa Occidental;Topic96;T96 - Teoría feminista;0.0328071907323529;2010_2012;68
2259;Suiza;CH;Europa;Europa Occidental;Topic96;T96 - Teoría feminista;0.0462072332953125;2013_2015;128
2260;Suiza;CH;Europa;Europa Occidental;Topic96;T96 - Teoría feminista;0.0486655681398496;2016_2018;133
2261;Suiza;CH;Europa;Europa Occidental;Topic97;T97 - Acoso sexual;0.00849511163076923;2004_2006;39
2262;Suiza;CH;Europa;Europa Occidental;Topic97;T97 - Acoso sexual;0.0148100574535714;2007_2009;56
2263;Suiza;CH;Europa;Europa Occidental;Topic97;T97 - Acoso sexual;0.0120041943617647;2010_2012;68
2264;Suiza;CH;Europa;Europa Occidental;Topic97;T97 - Acoso sexual;0.0063346566375;2013_2015;128
2265;Suiza;CH;Europa;Europa Occidental;Topic97;T97 - Acoso sexual;0.00894810581052632;2016_2018;133
2266;Suiza;CH;Europa;Europa Occidental;Topic99;T99 - Cine;0.0151179453692308;2004_2006;39
2267;Suiza;CH;Europa;Europa Occidental;Topic99;T99 - Cine;0.00799859870357143;2007_2009;56
2268;Suiza;CH;Europa;Europa Occidental;Topic99;T99 - Cine;0.00843018188823529;2010_2012;68
2269;Suiza;CH;Europa;Europa Occidental;Topic99;T99 - Cine;0.0103534173;2013_2015;128
2270;Suiza;CH;Europa;Europa Occidental;Topic99;T99 - Cine;0.012897727606015;2016_2018;133
2272;Chile;CL;America;America del Sur;Topic03;T03 - Educacion superior;0.0567317108045455;2007_2009;22
2273;Chile;CL;America;America del Sur;Topic03;T03 - Educacion superior;0.00604370373846154;2010_2012;39
2274;Chile;CL;America;America del Sur;Topic03;T03 - Educacion superior;0.02447563484625;2013_2015;80
2275;Chile;CL;America;America del Sur;Topic03;T03 - Educacion superior;0.02782737935;2016_2018;102
2277;Chile;CL;America;America del Sur;Topic06;T06 - Religión;0.0201368529818182;2007_2009;22
2278;Chile;CL;America;America del Sur;Topic06;T06 - Religión;0.0186408211692308;2010_2012;39
2279;Chile;CL;America;America del Sur;Topic06;T06 - Religión;0.02671198726875;2013_2015;80
2280;Chile;CL;America;America del Sur;Topic06;T06 - Religión;0.03340956;2016_2018;102
2282;Chile;CL;America;America del Sur;Topic08;T08 - Analisis estadístico;0.0131018626772727;2007_2009;22
2283;Chile;CL;America;America del Sur;Topic08;T08 - Analisis estadístico;0.0254854976923077;2010_2012;39
2284;Chile;CL;America;America del Sur;Topic08;T08 - Analisis estadístico;0.0219020546775;2013_2015;80
2285;Chile;CL;America;America del Sur;Topic08;T08 - Analisis estadístico;0.01752609835;2016_2018;102
2287;Chile;CL;America;America del Sur;Topic09;T09 - Familia;0.0185878642909091;2007_2009;22
2288;Chile;CL;America;America del Sur;Topic09;T09 - Familia;0.0149272200769231;2010_2012;39
2289;Chile;CL;America;America del Sur;Topic09;T09 - Familia;0.0106137995925;2013_2015;80
2290;Chile;CL;America;America del Sur;Topic09;T09 - Familia;0.01312717295;2016_2018;102
2292;Chile;CL;America;America del Sur;Topic11;T11 - Enferm. transm. Sexual;0.0125209919181818;2007_2009;22
2293;Chile;CL;America;America del Sur;Topic11;T11 - Enferm. transm. Sexual;0.0131068273846154;2010_2012;39
2294;Chile;CL;America;America del Sur;Topic11;T11 - Enferm. transm. Sexual;0.01311638444625;2013_2015;80
2295;Chile;CL;America;America del Sur;Topic11;T11 - Enferm. transm. Sexual;0.0072665793;2016_2018;102
2297;Chile;CL;America;America del Sur;Topic12;T12 - Cuestionarios;0.0230412067772727;2007_2009;22
2298;Chile;CL;America;America del Sur;Topic12;T12 - Cuestionarios;0.0101213833692308;2010_2012;39
2299;Chile;CL;America;America del Sur;Topic12;T12 - Cuestionarios;0.02953405104;2013_2015;80
2300;Chile;CL;America;America del Sur;Topic12;T12 - Cuestionarios;0.02376254955;2016_2018;102
2302;Chile;CL;America;America del Sur;Topic16;T16 - Trabajadoras sexuales;0.0128436978954545;2007_2009;22
2303;Chile;CL;America;America del Sur;Topic16;T16 - Trabajadoras sexuales;0.0132160509461538;2010_2012;39
2304;Chile;CL;America;America del Sur;Topic16;T16 - Trabajadoras sexuales;0.016257927135;2013_2015;80
2305;Chile;CL;America;America del Sur;Topic16;T16 - Trabajadoras sexuales;0.0070160076;2016_2018;102
2307;Chile;CL;America;America del Sur;Topic17;T17 - Autoestima;0.0154898869090909;2007_2009;22
2308;Chile;CL;America;America del Sur;Topic17;T17 - Autoestima;0.0159102321307692;2010_2012;39
2309;Chile;CL;America;America del Sur;Topic17;T17 - Autoestima;0.007312517445;2013_2015;80
2310;Chile;CL;America;America del Sur;Topic17;T17 - Autoestima;0.00591627625;2016_2018;102
2312;Chile;CL;America;America del Sur;Topic21;T21 - Identidades de genero;0.0435007657363636;2007_2009;22
2313;Chile;CL;America;America del Sur;Topic21;T21 - Identidades de genero;0.0319660956769231;2010_2012;39
2314;Chile;CL;America;America del Sur;Topic21;T21 - Identidades de genero;0.0350361879525;2013_2015;80
2315;Chile;CL;America;America del Sur;Topic21;T21 - Identidades de genero;0.03979913835;2016_2018;102
2317;Chile;CL;America;America del Sur;Topic30;T30 - Cigarrillo;0.00464696607272727;2007_2009;22
2318;Chile;CL;America;America del Sur;Topic30;T30 - Cigarrillo;0.00433253460769231;2010_2012;39
2319;Chile;CL;America;America del Sur;Topic30;T30 - Cigarrillo;0.00914064680625;2013_2015;80
2320;Chile;CL;America;America del Sur;Topic30;T30 - Cigarrillo;0.0063756577;2016_2018;102
2322;Chile;CL;America;America del Sur;Topic32;T32 - Orientación sexual;0.0273654668727273;2007_2009;22
2323;Chile;CL;America;America del Sur;Topic32;T32 - Orientación sexual;0.0199150960538462;2010_2012;39
2324;Chile;CL;America;America del Sur;Topic32;T32 - Orientación sexual;0.01405707237;2013_2015;80
2325;Chile;CL;America;America del Sur;Topic32;T32 - Orientación sexual;0.0182360515;2016_2018;102
2327;Chile;CL;America;America del Sur;Topic33;T33 - Marketing;0.00619595476363636;2007_2009;22
2328;Chile;CL;America;America del Sur;Topic33;T33 - Marketing;0.00706312364615385;2010_2012;39
2329;Chile;CL;America;America del Sur;Topic33;T33 - Marketing;0.01034756716125;2013_2015;80
2330;Chile;CL;America;America del Sur;Topic33;T33 - Marketing;0.0076841988;2016_2018;102
2332;Chile;CL;America;America del Sur;Topic36;T36 - Violencia de pareja;0.00587324878636364;2007_2009;22
2333;Chile;CL;America;America del Sur;Topic36;T36 - Violencia de pareja;0.00327670684615385;2010_2012;39
2334;Chile;CL;America;America del Sur;Topic36;T36 - Violencia de pareja;0.010294320675;2013_2015;80
2335;Chile;CL;America;America del Sur;Topic36;T36 - Violencia de pareja;0.0099671854;2016_2018;102
2337;Chile;CL;America;America del Sur;Topic38;T38 - Lenguaje feminista;0.00251710662272727;2007_2009;22
2338;Chile;CL;America;America del Sur;Topic38;T38 - Lenguaje feminista;0.00506069168461539;2010_2012;39
2339;Chile;CL;America;America del Sur;Topic38;T38 - Lenguaje feminista;0.00417097475625;2013_2015;80
2340;Chile;CL;America;America del Sur;Topic38;T38 - Lenguaje feminista;0.0041205124;2016_2018;102
2342;Chile;CL;America;America del Sur;Topic41;T41 - Lugar de trabajo;0.0192332762454545;2007_2009;22
2343;Chile;CL;America;America del Sur;Topic41;T41 - Lugar de trabajo;0.0163835342307692;2010_2012;39
2344;Chile;CL;America;America del Sur;Topic41;T41 - Lugar de trabajo;0.01505100678;2013_2015;80
2345;Chile;CL;America;America del Sur;Topic41;T41 - Lugar de trabajo;0.01190215575;2016_2018;102
2347;Chile;CL;America;America del Sur;Topic43;T43 - Inequidad de género;0.0137472746318182;2007_2009;22
2348;Chile;CL;America;America del Sur;Topic43;T43 - Inequidad de género;0.0316748328461538;2010_2012;39
2349;Chile;CL;America;America del Sur;Topic43;T43 - Inequidad de género;0.02380117935375;2013_2015;80
2350;Chile;CL;America;America del Sur;Topic43;T43 - Inequidad de género;0.02181365855;2016_2018;102
2352;Chile;CL;America;America del Sur;Topic48;T48 - Imagen corporal;0.0153608045181818;2007_2009;22
2353;Chile;CL;America;America del Sur;Topic48;T48 - Imagen corporal;0.00997575195384616;2010_2012;39
2354;Chile;CL;America;America del Sur;Topic48;T48 - Imagen corporal;0.00892766086125;2013_2015;80
2355;Chile;CL;America;America del Sur;Topic48;T48 - Imagen corporal;0.01070497985;2016_2018;102
2357;Chile;CL;America;America del Sur;Topic52;T52 - Experimentos;0.0185233230954545;2007_2009;22
2358;Chile;CL;America;America del Sur;Topic52;T52 - Experimentos;0.0279612317538462;2010_2012;39
2359;Chile;CL;America;America del Sur;Topic52;T52 - Experimentos;0.02593103880375;2013_2015;80
2360;Chile;CL;America;America del Sur;Topic52;T52 - Experimentos;0.02206423025;2016_2018;102
2362;Chile;CL;America;America del Sur;Topic55;T55 - Racismo;0.00832581421363636;2007_2009;22
2363;Chile;CL;America;America del Sur;Topic55;T55 - Racismo;0.00775487286923077;2010_2012;39
2364;Chile;CL;America;America del Sur;Topic55;T55 - Racismo;0.01073804139375;2013_2015;80
2365;Chile;CL;America;America del Sur;Topic55;T55 - Racismo;0.02108978475;2016_2018;102
2367;Chile;CL;America;America del Sur;Topic59;T59 - Escuela;0.00755131986818182;2007_2009;22
2368;Chile;CL;America;America del Sur;Topic59;T59 - Escuela;0.0174029541384615;2010_2012;39
2369;Chile;CL;America;America del Sur;Topic59;T59 - Escuela;0.01105752031125;2013_2015;80
2370;Chile;CL;America;America del Sur;Topic59;T59 - Escuela;0.01432434885;2016_2018;102
2372;Chile;CL;America;America del Sur;Topic62;T62 - Violencia domestica;0.0228475831909091;2007_2009;22
2373;Chile;CL;America;America del Sur;Topic62;T62 - Violencia domestica;0.0177670326769231;2010_2012;39
2374;Chile;CL;America;America del Sur;Topic62;T62 - Violencia domestica;0.02546956925625;2013_2015;80
2375;Chile;CL;America;America del Sur;Topic62;T62 - Violencia domestica;0.01435219015;2016_2018;102
2377;Chile;CL;America;America del Sur;Topic72;T72 - Abuso de sustancias;0.00555054280909091;2007_2009;22
2378;Chile;CL;America;America del Sur;Topic72;T72 - Abuso de sustancias;0.00571603305384615;2010_2012;39
2379;Chile;CL;America;America del Sur;Topic72;T72 - Abuso de sustancias;0.00828870302625;2013_2015;80
2380;Chile;CL;America;America del Sur;Topic72;T72 - Abuso de sustancias;0.0070160076;2016_2018;102
2382;Chile;CL;America;America del Sur;Topic73;T73 - Estereotipos de género;0.0294307851272727;2007_2009;22
2383;Chile;CL;America;America del Sur;Topic73;T73 - Estereotipos de género;0.0329855155846154;2010_2012;39
2384;Chile;CL;America;America del Sur;Topic73;T73 - Estereotipos de género;0.0238189281825;2013_2015;80
2385;Chile;CL;America;America del Sur;Topic73;T73 - Estereotipos de género;0.02225911935;2016_2018;102
2387;Chile;CL;America;America del Sur;Topic84;T84 - Acoso (Bullying);0.1050730662;2007_2009;22
2388;Chile;CL;America;America del Sur;Topic84;T84 - Acoso (Bullying);0.0235194735846154;2010_2012;39
2389;Chile;CL;America;America del Sur;Topic84;T84 - Acoso (Bullying);0.03374052345375;2013_2015;80
2390;Chile;CL;America;America del Sur;Topic84;T84 - Acoso (Bullying);0.02947001605;2016_2018;102
2392;Chile;CL;America;America del Sur;Topic90;T90 - Terapia;0.01064929725;2007_2009;22
2393;Chile;CL;America;America del Sur;Topic90;T90 - Terapia;0.00487865241538462;2010_2012;39
2394;Chile;CL;America;America del Sur;Topic90;T90 - Terapia;0.009158395635;2013_2015;80
2395;Chile;CL;America;America del Sur;Topic90;T90 - Terapia;0.0138092848;2016_2018;102
2397;Chile;CL;America;America del Sur;Topic92;T92 - Género y trabajo;0.00813219062727273;2007_2009;22
2398;Chile;CL;America;America del Sur;Topic92;T92 - Género y trabajo;0.0124878938692308;2010_2012;39
2399;Chile;CL;America;America del Sur;Topic92;T92 - Género y trabajo;0.0166484013675;2013_2015;80
2400;Chile;CL;America;America del Sur;Topic92;T92 - Género y trabajo;0.01145669495;2016_2018;102
2402;Chile;CL;America;America del Sur;Topic94;T94 - Diversidad de género;0.00858397899545455;2007_2009;22
2403;Chile;CL;America;America del Sur;Topic94;T94 - Diversidad de género;0.00822817496923077;2010_2012;39
2404;Chile;CL;America;America del Sur;Topic94;T94 - Diversidad de género;0.008306451855;2013_2015;80
2405;Chile;CL;America;America del Sur;Topic94;T94 - Diversidad de género;0.00730834125;2016_2018;102
2407;Chile;CL;America;America del Sur;Topic96;T96 - Teoría feminista;0.0691881615272727;2007_2009;22
2408;Chile;CL;America;America del Sur;Topic96;T96 - Teoría feminista;0.0683011338153846;2010_2012;39
2409;Chile;CL;America;America del Sur;Topic96;T96 - Teoría feminista;0.07154552869125;2013_2015;80
2410;Chile;CL;America;America del Sur;Topic96;T96 - Teoría feminista;0.06886545555;2016_2018;102
2412;Chile;CL;America;America del Sur;Topic97;T97 - Acoso sexual;0.0139408982181818;2007_2009;22
2413;Chile;CL;America;America del Sur;Topic97;T97 - Acoso sexual;0.0100849755153846;2010_2012;39
2414;Chile;CL;America;America del Sur;Topic97;T97 - Acoso sexual;0.01024107418875;2013_2015;80
2415;Chile;CL;America;America del Sur;Topic97;T97 - Acoso sexual;0.00556826;2016_2018;102
2417;Chile;CL;America;America del Sur;Topic99;T99 - Cine;0.0200077705909091;2007_2009;22
2418;Chile;CL;America;America del Sur;Topic99;T99 - Cine;0.0179490719461539;2010_2012;39
2419;Chile;CL;America;America del Sur;Topic99;T99 - Cine;0.0112527574275;2013_2015;80
2420;Chile;CL;America;America del Sur;Topic99;T99 - Cine;0.0105518527;2016_2018;102
2422;Camerún;CM;Africa;Africa Central;Topic03;T03 - Educacion superior;0.0314728686666667;2007_2009;6
2425;Camerún;CM;Africa;Africa Central;Topic03;T03 - Educacion superior;0.00949612416666667;2016_2018;6
2427;Camerún;CM;Africa;Africa Central;Topic06;T06 - Religión;0.0477519386666667;2007_2009;6
2430;Camerún;CM;Africa;Africa Central;Topic06;T06 - Religión;0.058604652;2016_2018;6
2432;Camerún;CM;Africa;Africa Central;Topic08;T08 - Analisis estadístico;0.013023256;2007_2009;6
2435;Camerún;CM;Africa;Africa Central;Topic08;T08 - Analisis estadístico;0.030930233;2016_2018;6
2437;Camerún;CM;Africa;Africa Central;Topic09;T09 - Familia;0.00108527133333333;2007_2009;6
2440;Camerún;CM;Africa;Africa Central;Topic09;T09 - Familia;0.014651163;2016_2018;6
2442;Camerún;CM;Africa;Africa Central;Topic11;T11 - Enferm. transm. Sexual;0.00108527133333333;2007_2009;6
2445;Camerún;CM;Africa;Africa Central;Topic11;T11 - Enferm. transm. Sexual;0.00135658916666667;2016_2018;6
2447;Camerún;CM;Africa;Africa Central;Topic12;T12 - Cuestionarios;0.0122093025;2007_2009;6
2450;Camerún;CM;Africa;Africa Central;Topic12;T12 - Cuestionarios;0.0127519381666667;2016_2018;6
2452;Camerún;CM;Africa;Africa Central;Topic16;T16 - Trabajadoras sexuales;0.0008139535;2007_2009;6
2455;Camerún;CM;Africa;Africa Central;Topic16;T16 - Trabajadoras sexuales;0.00461240316666667;2016_2018;6
2457;Camerún;CM;Africa;Africa Central;Topic17;T17 - Autoestima;0.00705426366666667;2007_2009;6
2460;Camerún;CM;Africa;Africa Central;Topic17;T17 - Autoestima;0.0208914731666667;2016_2018;6
2462;Camerún;CM;Africa;Africa Central;Topic21;T21 - Identidades de genero;0.0154651165;2007_2009;6
2465;Camerún;CM;Africa;Africa Central;Topic21;T21 - Identidades de genero;0.0189922483333333;2016_2018;6
2467;Camerún;CM;Africa;Africa Central;Topic30;T30 - Cigarrillo;0.0303875973333333;2007_2009;6
2470;Camerún;CM;Africa;Africa Central;Topic30;T30 - Cigarrillo;0.0122093025;2016_2018;6
2472;Camerún;CM;Africa;Africa Central;Topic32;T32 - Orientación sexual;0.00108527133333333;2007_2009;6
2475;Camerún;CM;Africa;Africa Central;Topic32;T32 - Orientación sexual;0.0271317833333333;2016_2018;6
2477;Camerún;CM;Africa;Africa Central;Topic33;T33 - Marketing;0.006511628;2007_2009;6
2480;Camerún;CM;Africa;Africa Central;Topic33;T33 - Marketing;0.0008139535;2016_2018;6
2482;Camerún;CM;Africa;Africa Central;Topic36;T36 - Violencia de pareja;0.0008139535;2007_2009;6
2485;Camerún;CM;Africa;Africa Central;Topic36;T36 - Violencia de pareja;0.0008139535;2016_2018;6
2487;Camerún;CM;Africa;Africa Central;Topic38;T38 - Lenguaje feminista;0.00271317833333333;2007_2009;6
2490;Camerún;CM;Africa;Africa Central;Topic38;T38 - Lenguaje feminista;0.0024418605;2016_2018;6
2492;Camerún;CM;Africa;Africa Central;Topic41;T41 - Lugar de trabajo;0.0154651165;2007_2009;6
2495;Camerún;CM;Africa;Africa Central;Topic41;T41 - Lugar de trabajo;0.0303875973333333;2016_2018;6
2497;Camerún;CM;Africa;Africa Central;Topic43;T43 - Inequidad de género;0.157364343333333;2007_2009;6
2500;Camerún;CM;Africa;Africa Central;Topic43;T43 - Inequidad de género;0.144612405166667;2016_2018;6
2502;Camerún;CM;Africa;Africa Central;Topic48;T48 - Imagen corporal;0.0008139535;2007_2009;6
2505;Camerún;CM;Africa;Africa Central;Topic48;T48 - Imagen corporal;0.00542635666666667;2016_2018;6
2507;Camerún;CM;Africa;Africa Central;Topic52;T52 - Experimentos;0.00108527133333333;2007_2009;6
2510;Camerún;CM;Africa;Africa Central;Topic52;T52 - Experimentos;0.0089534885;2016_2018;6
2512;Camerún;CM;Africa;Africa Central;Topic55;T55 - Racismo;0.00759689933333333;2007_2009;6
2515;Camerún;CM;Africa;Africa Central;Topic55;T55 - Racismo;0.00705426366666667;2016_2018;6
2517;Camerún;CM;Africa;Africa Central;Topic59;T59 - Escuela;0.00108527133333333;2007_2009;6
2520;Camerún;CM;Africa;Africa Central;Topic59;T59 - Escuela;0.0108527133333333;2016_2018;6
2522;Camerún;CM;Africa;Africa Central;Topic62;T62 - Violencia domestica;0.111240311666667;2007_2009;6
2525;Camerún;CM;Africa;Africa Central;Topic62;T62 - Violencia domestica;0.109069769;2016_2018;6
2527;Camerún;CM;Africa;Africa Central;Topic72;T72 - Abuso de sustancias;0.00542635666666667;2007_2009;6
2530;Camerún;CM;Africa;Africa Central;Topic72;T72 - Abuso de sustancias;0.00135658916666667;2016_2018;6
2532;Camerún;CM;Africa;Africa Central;Topic73;T73 - Estereotipos de género;0.00705426366666667;2007_2009;6
2535;Camerún;CM;Africa;Africa Central;Topic73;T73 - Estereotipos de género;0.022790698;2016_2018;6
2537;Camerún;CM;Africa;Africa Central;Topic84;T84 - Acoso (Bullying);0.0857364353333333;2007_2009;6
2540;Camerún;CM;Africa;Africa Central;Topic84;T84 - Acoso (Bullying);0.0428682176666667;2016_2018;6
2542;Camerún;CM;Africa;Africa Central;Topic90;T90 - Terapia;0.00108527133333333;2007_2009;6
2545;Camerún;CM;Africa;Africa Central;Topic90;T90 - Terapia;0.00841085283333333;2016_2018;6
2547;Camerún;CM;Africa;Africa Central;Topic92;T92 - Género y trabajo;0.00108527133333333;2007_2009;6
2550;Camerún;CM;Africa;Africa Central;Topic92;T92 - Género y trabajo;0.030930233;2016_2018;6
2552;Camerún;CM;Africa;Africa Central;Topic94;T94 - Diversidad de género;0.00108527133333333;2007_2009;6
2555;Camerún;CM;Africa;Africa Central;Topic94;T94 - Diversidad de género;0.0073255815;2016_2018;6
2557;Camerún;CM;Africa;Africa Central;Topic96;T96 - Teoría feminista;0.030930233;2007_2009;6
2560;Camerún;CM;Africa;Africa Central;Topic96;T96 - Teoría feminista;0.0320155043333333;2016_2018;6
2562;Camerún;CM;Africa;Africa Central;Topic97;T97 - Acoso sexual;0.00108527133333333;2007_2009;6
2565;Camerún;CM;Africa;Africa Central;Topic97;T97 - Acoso sexual;0.00542635666666667;2016_2018;6
2567;Camerún;CM;Africa;Africa Central;Topic99;T99 - Cine;0.00461240316666667;2007_2009;6
2570;Camerún;CM;Africa;Africa Central;Topic99;T99 - Cine;0.0151937986666667;2016_2018;6
2571;China;CN;Asia;Asia Oriental;Topic03;T03 - Educacion superior;0.00251323479;2004_2006;20
2572;China;CN;Asia;Asia Oriental;Topic03;T03 - Educacion superior;0.016522191675;2007_2009;64
2573;China;CN;Asia;Asia Oriental;Topic03;T03 - Educacion superior;0.0115990990654206;2010_2012;107
2574;China;CN;Asia;Asia Oriental;Topic03;T03 - Educacion superior;0.0103725394134715;2013_2015;193
2575;China;CN;Asia;Asia Oriental;Topic03;T03 - Educacion superior;0.01290994554375;2016_2018;352
2576;China;CN;Asia;Asia Oriental;Topic06;T06 - Religión;0.00471619368;2004_2006;20
2577;China;CN;Asia;Asia Oriental;Topic06;T06 - Religión;0.009259796390625;2007_2009;64
2578;China;CN;Asia;Asia Oriental;Topic06;T06 - Religión;0.00875152024485981;2010_2012;107
2579;China;CN;Asia;Asia Oriental;Topic06;T06 - Religión;0.00599973916476684;2013_2015;193
2580;China;CN;Asia;Asia Oriental;Topic06;T06 - Religión;0.0056942679375;2016_2018;352
2581;China;CN;Asia;Asia Oriental;Topic08;T08 - Analisis estadístico;0.00586421451;2004_2006;20
2582;China;CN;Asia;Asia Oriental;Topic08;T08 - Analisis estadístico;0.012769792509375;2007_2009;64
2583;China;CN;Asia;Asia Oriental;Topic08;T08 - Analisis estadístico;0.0120282657308411;2010_2012;107
2584;China;CN;Asia;Asia Oriental;Topic08;T08 - Analisis estadístico;0.0162082985689119;2013_2015;193
2585;China;CN;Asia;Asia Oriental;Topic08;T08 - Analisis estadístico;0.01658389426875;2016_2018;352
2586;China;CN;Asia;Asia Oriental;Topic09;T09 - Familia;0.00747764919;2004_2006;20
2587;China;CN;Asia;Asia Oriental;Topic09;T09 - Familia;0.005982507196875;2007_2009;64
2588;China;CN;Asia;Asia Oriental;Topic09;T09 - Familia;0.0102652026728972;2010_2012;107
2589;China;CN;Asia;Asia Oriental;Topic09;T09 - Familia;0.00706078628393782;2013_2015;193
2590;China;CN;Asia;Asia Oriental;Topic09;T09 - Familia;0.00819234151875;2016_2018;352
2591;China;CN;Asia;Asia Oriental;Topic11;T11 - Enferm. transm. Sexual;0.01461399489;2004_2006;20
2592;China;CN;Asia;Asia Oriental;Topic11;T11 - Enferm. transm. Sexual;0.00762115179375;2007_2009;64
2593;China;CN;Asia;Asia Oriental;Topic11;T11 - Enferm. transm. Sexual;0.010369594564486;2010_2012;107
2594;China;CN;Asia;Asia Oriental;Topic11;T11 - Enferm. transm. Sexual;0.00676497920829016;2013_2015;193
2595;China;CN;Asia;Asia Oriental;Topic11;T11 - Enferm. transm. Sexual;0.007467776775;2016_2018;352
2596;China;CN;Asia;Asia Oriental;Topic12;T12 - Cuestionarios;0.01979560242;2004_2006;20
2597;China;CN;Asia;Asia Oriental;Topic12;T12 - Cuestionarios;0.012071671734375;2007_2009;64
2598;China;CN;Asia;Asia Oriental;Topic12;T12 - Cuestionarios;0.00919228600934579;2010_2012;107
2599;China;CN;Asia;Asia Oriental;Topic12;T12 - Cuestionarios;0.0148546596683938;2013_2015;193
2600;China;CN;Asia;Asia Oriental;Topic12;T12 - Cuestionarios;0.01166884194375;2016_2018;352
2601;China;CN;Asia;Asia Oriental;Topic16;T16 - Trabajadoras sexuales;0.00381639357;2004_2006;20
2602;China;CN;Asia;Asia Oriental;Topic16;T16 - Trabajadoras sexuales;0.0043438626;2007_2009;64
2603;China;CN;Asia;Asia Oriental;Topic16;T16 - Trabajadoras sexuales;0.00463384007663551;2010_2012;107
2604;China;CN;Asia;Asia Oriental;Topic16;T16 - Trabajadoras sexuales;0.00384870727772021;2013_2015;193
2605;China;CN;Asia;Asia Oriental;Topic16;T16 - Trabajadoras sexuales;0.003772672875;2016_2018;352
2606;China;CN;Asia;Asia Oriental;Topic17;T17 - Autoestima;0.01033218747;2004_2006;20
2607;China;CN;Asia;Asia Oriental;Topic17;T17 - Autoestima;0.009647641265625;2007_2009;64
2608;China;CN;Asia;Asia Oriental;Topic17;T17 - Autoestima;0.00914588961308411;2010_2012;107
2609;China;CN;Asia;Asia Oriental;Topic17;T17 - Autoestima;0.0142019549253886;2013_2015;193
2610;China;CN;Asia;Asia Oriental;Topic17;T17 - Autoestima;0.01119637636875;2016_2018;352
2611;China;CN;Asia;Asia Oriental;Topic21;T21 - Identidades de genero;0.00440591778;2004_2006;20
2612;China;CN;Asia;Asia Oriental;Topic21;T21 - Identidades de genero;0.00812535013125;2007_2009;64
2613;China;CN;Asia;Asia Oriental;Topic21;T21 - Identidades de genero;0.00787578826542056;2010_2012;107
2614;China;CN;Asia;Asia Oriental;Topic21;T21 - Identidades de genero;0.00687108392020725;2013_2015;193
2615;China;CN;Asia;Asia Oriental;Topic21;T21 - Identidades de genero;0.00526940150625;2016_2018;352
2616;China;CN;Asia;Asia Oriental;Topic30;T30 - Cigarrillo;0.00511955235;2004_2006;20
2617;China;CN;Asia;Asia Oriental;Topic30;T30 - Cigarrillo;0.010345762040625;2007_2009;64
2618;China;CN;Asia;Asia Oriental;Topic30;T30 - Cigarrillo;0.0050224098953271;2010_2012;107
2619;China;CN;Asia;Asia Oriental;Topic30;T30 - Cigarrillo;0.00580682150673575;2013_2015;193
2620;China;CN;Asia;Asia Oriental;Topic30;T30 - Cigarrillo;0.00558320326875;2016_2018;352
2621;China;CN;Asia;Asia Oriental;Topic32;T32 - Orientación sexual;0.009308277;2004_2006;20
2622;China;CN;Asia;Asia Oriental;Topic32;T32 - Orientación sexual;0.0039172332375;2007_2009;64
2623;China;CN;Asia;Asia Oriental;Topic32;T32 - Orientación sexual;0.00375810809719626;2010_2012;107
2624;China;CN;Asia;Asia Oriental;Topic32;T32 - Orientación sexual;0.00983236997098446;2013_2015;193
2625;China;CN;Asia;Asia Oriental;Topic32;T32 - Orientación sexual;0.006001017975;2016_2018;352
2626;China;CN;Asia;Asia Oriental;Topic33;T33 - Marketing;0.00595729728;2004_2006;20
2627;China;CN;Asia;Asia Oriental;Topic33;T33 - Marketing;0.006079468415625;2007_2009;64
2628;China;CN;Asia;Asia Oriental;Topic33;T33 - Marketing;0.00824115988598131;2010_2012;107
2629;China;CN;Asia;Asia Oriental;Topic33;T33 - Marketing;0.00730836394507772;2013_2015;193
2630;China;CN;Asia;Asia Oriental;Topic33;T33 - Marketing;0.00864717778125;2016_2018;352
2631;China;CN;Asia;Asia Oriental;Topic36;T36 - Violencia de pareja;0.00421975224;2004_2006;20
