Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Potter S.J., Stapleton J.G.","Bringing in the target audience in bystander social marketing materials for communities: Suggestions for practitioners",2011,"Violence Against Women","17","6",,"797","812",,21,10.1177/1077801211410364,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959864334&doi=10.1177%2f1077801211410364&partnerID=40&md5=cef3a2d3ec50d27cb17d4bcc7a636fce","Horton Social Science Center, University of New Hampshire, Durham, NH 03824, United States","Potter, S.J., Horton Social Science Center, University of New Hampshire, Durham, NH 03824, United States; Stapleton, J.G., Horton Social Science Center, University of New Hampshire, Durham, NH 03824, United States","The Know Your Power TM social marketing campaign images model active bystander behaviors that target audience members can use in situations where sexual and relationship violence and stalking are occurring, have occurred, or have the potential to occur. In this practitioner note, we describe strategies that we have used to engage target audience members in the development of the social marketing campaign that we hope can be used by practitioners. We give examples from the development and evaluation of the Know Your Power TM social marketing campaign that used focus group and other types of feedback from the target audience to inform the direction of the campaign. © The Author(s) 2011.","focus groups; social marketing campaigns; target audience members","adult; article; consumer; cooperation; evaluation; female; human; information processing; male; rape; social behavior; social marketing; stalking; violence; Adult; Consumer Participation; Evaluation Studies as Topic; Female; Focus Groups; Helping Behavior; Humans; Male; Rape; Social Marketing; Social Responsibility; Stalking; Violence; Young Adult","Potter, S. J.; Horton Social Science Center, University of New Hampshire, Durham, NH 03824, United States; email: sharyn.potter@unh.edu",,,10778012,,,21727157,"English","Violence Against Women",Article,,Scopus,2-s2.0-79959864334
"Katz J., Heisterkamp H.A., Fleming W.M.","The social justice roots of the mentors in violence prevention model and its application in a high school setting",2011,"Violence Against Women","17","6",,"684","702",,52,10.1177/1077801211409725,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959877145&doi=10.1177%2f1077801211409725&partnerID=40&md5=fd81aba1efa3937433ee307f4ea36a09","MVP Strategies, 3860 Brayton Ave., Long Beach, CA, United States; Waitt Institute for Violence Prevention, North Sioux City, SD, United States; University of Northern Iowa, Cedar Falls, IA, United States","Katz, J., MVP Strategies, 3860 Brayton Ave., Long Beach, CA, United States; Heisterkamp, H.A., Waitt Institute for Violence Prevention, North Sioux City, SD, United States; Fleming, W.M., University of Northern Iowa, Cedar Falls, IA, United States","The social justice roots and theory of the Mentors in Violence Prevention (MVP) model is presented, followed by an empirical study examining the influence of MVP in high school settings. Findings reveal students exposed to the MVP model are more likely to see forms of violence as being wrong and are more likely to take actions to intervene than students not exposed to the program. Findings support the premises on which MVP is founded. © The Author(s) 2011.","adolescents; bystander; gender violence; MVP","adolescent; article; cooperation; educational model; female; human; male; methodology; partner violence; rape; school health service; sexual harassment; social behavior; social justice; teaching; Adolescent; Female; Helping Behavior; Humans; Male; Models, Educational; Rape; School Health Services; Sexual Harassment; Social Justice; Social Responsibility; Spouse Abuse; Teaching","Katz, J.; MVP Strategies, 3860 Brayton Ave., Long Beach, CA, United States; email: jacksonkatz@aol.com",,,10778012,,,21628336,"English","Violence Against Women",Article,,Scopus,2-s2.0-79959877145
"Andrews C.M., Cao D., Marsh J.C., Shin H.-C.","The impact of comprehensive services in substance abuse treatment for women with a history of intimate partner violence",2011,"Violence Against Women","17","5",,"550","567",,7,10.1177/1077801211407289,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956084469&doi=10.1177%2f1077801211407289&partnerID=40&md5=acbf27fcba918024540500a9abf56d60","School of Social Service Administration, University of Chicago, Chicago, IL 60637, United States","Andrews, C.M., School of Social Service Administration, University of Chicago, Chicago, IL 60637, United States; Cao, D., School of Social Service Administration, University of Chicago, Chicago, IL 60637, United States; Marsh, J.C., School of Social Service Administration, University of Chicago, Chicago, IL 60637, United States; Shin, H.-C., School of Social Service Administration, University of Chicago, Chicago, IL 60637, United States","This study examines the impact of comprehensive services on posttreatment substance use among women with a history of intimate partner violence. The sample includes 1,123 women from 50 treatment facilities derived from the National Treatment Improvement Evaluation Study (NTIES). Generalized linear mixed modeling was used to determine whether a history of intimate partner violence moderates the association between service receipt and posttreatment substance use. Significant interactions were found between history of intimate partner violence and concrete (p =.016) and family services (p =.023) in predicting substance use. © The Author(s) 2011.","comprehensive services; intimate partner violence; substance abuse treatment","addiction; adult; article; evaluation; female; health care survey; human; male; partner violence; preventive health service; sexuality; treatment outcome; women's health; Adult; Female; Health Care Surveys; Humans; Male; Preventive Health Services; Sexual Partners; Spouse Abuse; Substance-Related Disorders; Treatment Outcome; Women's Health","Andrews, C. M.; School of Social Service Administration, University of Chicago, Chicago, IL 60637, United States; email: cmandrews@uchicago.edu",,,10778012,,,21525014,"English","Violence Against Women",Article,,Scopus,2-s2.0-79956084469
"Walsh R.M., Bruce S.E.","The relationships between perceived levels of control, psychological distress, and legal system variables in a sample of sexual assault survivors",2011,"Violence Against Women","17","5",,"603","618",,11,10.1177/1077801211407427,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956156857&doi=10.1177%2f1077801211407427&partnerID=40&md5=722be9580d27508a4a80da1f05e63bec","Weinman Building, Lower Level, Natural Bridge Road, 8001, St. Louis, MO 63121, United States","Walsh, R.M., Weinman Building, Lower Level, Natural Bridge Road, 8001, St. Louis, MO 63121, United States; Bruce, S.E., Weinman Building, Lower Level, Natural Bridge Road, 8001, St. Louis, MO 63121, United States","Information regarding psychological distress, perceived levels of temporal control, and legal system success and satisfaction ratings were collected from 41 survivors of sexual assault. Results suggest that self-blame and offender blame may differentially impact posttraumatic stress disorder (PTSD) and depressive symptom severity. In addition, participants who perceived a greater risk of future assault reported higher levels of depressive and PTSD symptoms. Furthermore, perceptions of present control over the recovery process were related to lower levels of psychological distress. For those who reported the assault to police, lower levels of legal system success and satisfaction were linked to higher levels of perceived control over present recovery. © The Author(s) 2011.","criminal justice; sexual assault; trauma","adolescent; adult; article; behavior; criminal law; depression; fear; female; human; male; mental stress; middle aged; perception; posttraumatic stress disorder; psychological aspect; rape; risk; survivor; United States; Adolescent; Adult; Criminal Law; Depression; Fear; Female; Humans; Male; Middle Aged; Perception; Power (Psychology); Rape; Risk; Stress Disorders, Post-Traumatic; Stress, Psychological; Survivors; United States; Young Adult","Walsh, R. M.; Weinman Building, Lower Level, Natural Bridge Road, 8001, St. Louis, MO 63121, United States; email: rmwx26@umsl.edu",,,10778012,,,21502115,"English","Violence Against Women",Article,,Scopus,2-s2.0-79956156857
"Miller S.L., Smolter N.L.","""Paper Abuse"": When all else fails, batterers use procedural stalking",2011,"Violence Against Women","17","5",,"637","650",,25,10.1177/1077801211407290,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956123641&doi=10.1177%2f1077801211407290&partnerID=40&md5=8601f1a81f30a7f881623fec9d37e011","Department of Sociology and Criminal Justice, University of Delaware, Smith Hall, 335, Newark, DE 19716, United States","Miller, S.L., Department of Sociology and Criminal Justice, University of Delaware, Smith Hall, 335, Newark, DE 19716, United States; Smolter, N.L., Department of Sociology and Criminal Justice, University of Delaware, Smith Hall, 335, Newark, DE 19716, United States","Using data from in-depth interviews with women who have exited violent relationships, attorneys, and practitioners/policy specialists, this research note explores the continuation of control as women encounter ""paper abuse."" The barrage of men's frivolous lawsuits, false reports of child abuse, and other system-related manipulations exerts power, forces contact, and financially burdens their ex-partners. Although these acts are not new, the significance of this continuing abuse has not been fully explored by researchers. Yet attorneys and practitioners recognize the need for better documentation to strengthen protections for women still forced to contend with their former batterers. © The Author(s) 2011.","civil orders; paper abuse; procedural stalking","aggression; article; behavior; criminal law; female; human; interview; male; offender; partner violence; stalking; United States; Aggression; Criminal Law; Criminals; Female; Humans; Interviews as Topic; Male; Power (Psychology); Spouse Abuse; Stalking; United States","Miller, S. L.; Department of Sociology and Criminal Justice, University of Delaware, Smith Hall, 335, Newark, DE 19716, United States; email: slmiller@udel.edu",,,10778012,,,21531692,"English","Violence Against Women",Article,,Scopus,2-s2.0-79956123641
"Langhinrichsen-Rohling J., Foubert J.D., Brasfield H.M., Hill B., Shelley-Tremblay S.","The men's program: Does it impact college men's self-reported bystander efficacy and willingness to intervene?",2011,"Violence Against Women","17","6",,"743","759",,38,10.1177/1077801211409728,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959873292&doi=10.1177%2f1077801211409728&partnerID=40&md5=4d20c8a21fd357c5ea6daedee86d3062","Department of Psychology, University of South Alabama, 385 Life Sciences Building, Mobile, AL 36688-0002, United States; Oklahoma State University, Stillwater, OK, United States; University of Tennessee, Knoxville, TN, United States","Langhinrichsen-Rohling, J., Department of Psychology, University of South Alabama, 385 Life Sciences Building, Mobile, AL 36688-0002, United States; Foubert, J.D., Oklahoma State University, Stillwater, OK, United States; Brasfield, H.M., University of Tennessee, Knoxville, TN, United States; Hill, B., Oklahoma State University, Stillwater, OK, United States; Shelley-Tremblay, S., Department of Psychology, University of South Alabama, 385 Life Sciences Building, Mobile, AL 36688-0002, United States","This study considered whether a rape prevention program could reduce men's rape myth acceptance, enhance the perceived effectiveness of college men's bystander behavior, and increase men's willingness to intervene as bystanders in potentially dangerous situations. As predicted, college men who experienced The Men's Program significantly increased their self-reported willingness to help as a bystander and their perceived bystander efficacy in comparison to college men who experienced the comparison condition. Men's Program participants also significantly decreased their self-reported rape myth acceptance in comparison with comparison condition participants. The college policy and rape prevention program planning implications of these findings are discussed. © The Author(s) 2011.","bystander; college students; intervention studies; rape prevention","adolescent; adult; article; attitude to health; comparative study; cooperation; evaluation; female; health service; human; male; rape; self report; social behavior; violence; Adolescent; Adult; Female; Health Knowledge, Attitudes, Practice; Helping Behavior; Humans; Male; Men; Rape; Self Report; Social Responsibility; Student Health Services; Violence; Young Adult","Langhinrichsen-Rohling, J.; Department of Psychology, University of South Alabama, 385 Life Sciences Building, Mobile, AL 36688-0002, United States; email: jlr@usouthal.edu",,,10778012,,,21571743,"English","Violence Against Women",Article,,Scopus,2-s2.0-79959873292
"Gallagher K.E., Parrott D.J.","What accounts for men's hostile attitudes toward women? the influence of hegemonic male role norms and masculine gender role stress",2011,"Violence Against Women","17","5",,"568","583",,23,10.1177/1077801211407296,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956131466&doi=10.1177%2f1077801211407296&partnerID=40&md5=e3416efdf1490ff54c6e6533c0d900dd","Department of Psychology, Georgia State University, P.O. Box 5010, Atlanta, GA 30302-5010, United States","Gallagher, K.E., Department of Psychology, Georgia State University, P.O. Box 5010, Atlanta, GA 30302-5010, United States; Parrott, D.J., Department of Psychology, Georgia State University, P.O. Box 5010, Atlanta, GA 30302-5010, United States","This study examined masculine gender role stress (MGRS) as a mediator of the relation between adherence to dimensions of a hegemonic masculinity and hostility toward women (HTW). Among a sample of 338 heterosexual men, results indicated that MGRS mediated the relation between adherence to the status and antifemininity norms, but not the toughness norm, and HTW. Adherence to the toughness norm maintained a positive association with HTW. These findings suggest that men's HTW develops via multiple pathways that are associated with different norms of hegemonic masculinity. Implications for the prediction of men's aggression against women are discussed. © The Author(s) 2011.","gender role stress; hostility toward women; masculinities; sex roles","adolescent; adult; aggression; article; attitude; female; hostility; human; male; masculinity; mental stress; social control; social dominance; social psychology; Adolescent; Adult; Aggression; Attitude; Female; Hostility; Humans; Male; Masculinity; Social Control, Informal; Social Dominance; Social Values; Stress, Psychological; Young Adult","Parrott, D. J.; Department of Psychology, Georgia State University, P.O. Box 5010, Atlanta, GA 30302-5010, United States; email: parrott@gsu.edu",,,10778012,,,21531691,"English","Violence Against Women",Article,,Scopus,2-s2.0-79956131466
"Pitner R.O., Astor R.A., Benbenishty R., Haj-Yahia M.M., Zeira A.","Putting context into a cultural perspective: Examining arab and jewish adolescents' judgments and reasoning about spousal retribution",2011,"Violence Against Women","17","5",,"584","602",,1,10.1177/1077801211407447,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956093630&doi=10.1177%2f1077801211407447&partnerID=40&md5=693f143640d9445df56429809b217195","University of South Carolina, DeSaussure 123, Columbia, SC 29208, United States; University of Southern California, United States; Bar Ilan University, Ramat-Gan, Israel; Hebrew University of Jerusalem, Jerusalem, Israel","Pitner, R.O., University of South Carolina, DeSaussure 123, Columbia, SC 29208, United States; Astor, R.A., University of Southern California, United States; Benbenishty, R., Bar Ilan University, Ramat-Gan, Israel; Haj-Yahia, M.M., Hebrew University of Jerusalem, Jerusalem, Israel; Zeira, A., Hebrew University of Jerusalem, Jerusalem, Israel","In this study, we examined what contextual factors influence adolescents' judgments and reasoning about spousal retribution. Adolescents were drawn from Central and Northern Israel and consisted of 2,324 Arab and Jewish students (Grades 7-11). The study was set up in a 2 (Arab/Jewish respondent) × 2 (spousal retribution scenarios) factorial design. Our findings suggest that societal and cultural norms may be more powerful contextual variables than group stereotypes in influencing Arab and Jewish adolescents' evaluations of spousal retribution. Theoretical and practical implications are discussed. © The Author(s) 2011.","adolescents; culture; retribution; spousal violence; stereotypes","adolescent; Arab; article; cultural anthropology; decision making; ethnology; female; human; Israel; jew; male; partner violence; problem solving; social psychology; spouse; student; Adolescent; Arabs; Culture; Female; Humans; Israel; Jews; Judgment; Male; Problem Solving; Social Values; Spouse Abuse; Spouses; Stereotyping; Students","Pitner, R. O.; University of South Carolina, DeSaussure 123, Columbia, SC 29208, United States; email: rpitner@sc.edu",,,10778012,,,21511822,"English","Violence Against Women",Article,,Scopus,2-s2.0-79956093630
"Ahrens C.E., Rich M.D., Ullman J.B.","Rehearsing for real life: The impact of the interact sexual assault prevention program on self-reported likelihood of engaging in bystander interventions",2011,"Violence Against Women","17","6",,"760","776",,31,10.1177/1077801211410212,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959916659&doi=10.1177%2f1077801211410212&partnerID=40&md5=d62445c2315146d45394e57a0ef9d69a","Department of Psychology, California State University at Long Beach, 1250 Bellflower Blvd., Long Beach CA, United States; California State University, San Bernardino, CA, United States","Ahrens, C.E., Department of Psychology, California State University at Long Beach, 1250 Bellflower Blvd., Long Beach CA, United States; Rich, M.D., Department of Psychology, California State University at Long Beach, 1250 Bellflower Blvd., Long Beach CA, United States; Ullman, J.B., California State University, San Bernardino, CA, United States","The interACT Sexual Assault Prevention Program is an interactive, skill-building performance based on the pedagogy of Augusto Boal's Theatre of the Oppressed. A longitudinal evaluation of this program compared pretest, posttest, and 3-month follow-up data from 509 university student participants. Results suggested that the interACT performance was successful in increasing participants' beliefs about the effectiveness of bystander interventions and the self-rated likelihood that participants would engage in bystander interventions in the future. Differences in both overall ratings and rates of change were noted. Implications of these results for research and practice are discussed. © The Author(s) 2011.","bystander interventions; prevention; sexual assault","adolescent; adult; article; attitude to health; cooperation; evaluation; female; follow up; health service; human; literature; longitudinal study; male; rape; social behavior; student; university; violence; Adolescent; Adult; Drama; Female; Follow-Up Studies; Health Knowledge, Attitudes, Practice; Helping Behavior; Humans; Longitudinal Studies; Male; Rape; Social Responsibility; Student Health Services; Students; Universities; Violence; Young Adult","Ahrens, C. E.; Department of Psychology, California State University at Long Beach, 1250 Bellflower Blvd., Long Beach CA, United States; email: cahrens@csulb.edu",,,10778012,,,21628338,"English","Violence Against Women",Article,,Scopus,2-s2.0-79959916659
"Gover A.R., Paul D., Dodge M.","Law enforcement officers' attitudes about domestic violence",2011,"Violence Against Women","17","5",,"619","636",,20,10.1177/1077801211407477,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956094175&doi=10.1177%2f1077801211407477&partnerID=40&md5=92e7df50a9c694afddf99e50fca5bfe7","Program on Domestic Violence, School of Public Affairs, University of Colorado Denver, Lawrence Street, 1380 Suite 525, Denver, CO 80217-3364, United States","Gover, A.R., Program on Domestic Violence, School of Public Affairs, University of Colorado Denver, Lawrence Street, 1380 Suite 525, Denver, CO 80217-3364, United States; Paul, D., Program on Domestic Violence, School of Public Affairs, University of Colorado Denver, Lawrence Street, 1380 Suite 525, Denver, CO 80217-3364, United States; Dodge, M., Program on Domestic Violence, School of Public Affairs, University of Colorado Denver, Lawrence Street, 1380 Suite 525, Denver, CO 80217-3364, United States","This exploratory study examines attitudes about domestic violence among officers from a large urban police department. Additionally, this study examines whether attitudes vary according to officer characteristics. A total of 309 police officers responded to a survey that explored their attitudes and perceptions of domestic violence incidents. The results show that officers are well versed in handling domestic violence, though self-reports indicate that police personnel who respond to the calls are concerned about their limited amount of discretion. Additionally, when comparing attitudes based on officer characteristics, more similarities are found than differences. Implications for future research are discussed. © The Author(s) 2011.","attitudes; domestic violence; law enforcement; police officer","adult; article; attitude; decision making; female; human; information processing; male; partner violence; police; professional competence; self report; United States; Adult; Attitude; Data Collection; Female; Humans; Judgment; Male; Police; Professional Competence; Self Report; Spouse Abuse; United States","Gover, A. R.; Program on Domestic Violence, School of Public Affairs, University of Colorado Denver, Lawrence Street, 1380 Suite 525, Denver, CO 80217-3364, United States; email: angela.gover@ucdenver.edu",,,10778012,,,21551213,"English","Violence Against Women",Article,,Scopus,2-s2.0-79956094175
"Gidycz C.A., Orchowski L.M., Berkowitz A.D.","Preventing sexual aggression among college men: An evaluation of a social norms and bystander intervention program",2011,"Violence Against Women","17","6",,"720","742",,133,10.1177/1077801211409727,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959895364&doi=10.1177%2f1077801211409727&partnerID=40&md5=c94d40bf49080adf9a8bd808ba3bb0ae","Department of Psychology, Ohio University, 200 Porter Hall, Athens, OH 45701, United States; Brown University, Providence, RI, United States; Independent Consultant, Department of the Navy, Mount Shasta, CA, United States","Gidycz, C.A., Department of Psychology, Ohio University, 200 Porter Hall, Athens, OH 45701, United States; Orchowski, L.M., Brown University, Providence, RI, United States; Berkowitz, A.D., Independent Consultant, Department of the Navy, Mount Shasta, CA, United States","Men and women living in randomly selected 1st-year dormitories participated in tailored single-sex sexual assault prevention or risk-reduction programs, respectively. An evaluation of the men's project is presented (N = 635). The program incorporated social norms and bystander intervention education and had an impact on self-reported sexual aggression and an effect on men's perceptions that their peers would intervene when they encountered inappropriate behavior in others. Relative to the control group, participants also reported less reinforcement for engaging in sexually aggressive behavior, reported fewer associations with sexually aggressive peers, and indicated less exposure to sexually explicit media. Copy; The Author(s) 2011.","program evaluation; sexual aggression; sexual assault prevention","adolescent; adult; aggression; article; cooperation; evaluation; female; health service; human; male; mass medium; perception; publication; rape; reinforcement; sexual behavior; social behavior; social environment; social psychology; violence; Adolescent; Adult; Aggression; Erotica; Female; Helping Behavior; Humans; Male; Mass Media; Men; Perception; Rape; Reinforcement (Psychology); Sexual Behavior; Social Environment; Social Responsibility; Social Values; Student Health Services; Violence; Young Adult","Gidycz, C. A.; Department of Psychology, Ohio University, 200 Porter Hall, Athens, OH 45701, United States; email: gidycz@ohio.edu",,,10778012,,,21571742,"English","Violence Against Women",Article,,Scopus,2-s2.0-79959895364
"Eriksen S., Goering S.","A Test of the Agency Hypothesis in Women's Cosmetic Surgery Usage",2011,"Sex Roles","64","11-12",,"888","901",,5,10.1007/s11199-011-9952-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957940891&doi=10.1007%2fs11199-011-9952-1&partnerID=40&md5=a61c29bb292c7a71e41a49c5436b2d07","Department of Human Development, California State University, Long Beach, 1250 Bellflower Blvd., Long Beach, CA 90840, United States; Department of Sociology, California State University, Long Beach, 1250 Bellflower Blvd., Long Beach, CA 90840, United States; Department of Philosophy, University of Washington, Seattle, Box 353350, Seattle, WA 98195, United States","Eriksen, S., Department of Human Development, California State University, Long Beach, 1250 Bellflower Blvd., Long Beach, CA 90840, United States, Department of Sociology, California State University, Long Beach, 1250 Bellflower Blvd., Long Beach, CA 90840, United States; Goering, S., Department of Philosophy, University of Washington, Seattle, Box 353350, Seattle, WA 98195, United States","Women's agency-their ability to make conscious choices and to act on them-is a central consideration in feminist theories of cosmetic surgery. Several key issues in this longstanding debate are how much external or coercive influence women experience (or acknowledge) in their choice to pursue surgery, whether they are aware of sexist ideology more so than non-recipients, and whether their choice to pursue surgery exemplifies a strong sense of self worth. To test this agency hypothesis, we draw on survey data from a volunteer sample of 202 adult women ages 19-86 years from the southern California region in the U. S. to compare cosmetic surgery recipients to non-recipients across these key socio-cultural and personal domains. Results reveal that cosmetic surgery recipients were more likely to have friends who had undergone cosmetic surgery, endorsed more covert sexist beliefs, exhibited greater media usage, and had higher household incomes, than non-recipients. Recipients also evidenced lower ratings in global self-esteem than non-recipients. These findings challenge some of the notions attendant to agency claims, and engage with conceptions of autonomy introduced in the feminist philosophical literature. © 2011 Springer Science+Business Media, LLC.","Agency; Autonomy; Cosmetic surgery; Gender ideology; Media usage; Relationship influences; Self-esteem",,"Eriksen, S.; Department of Human Development, California State University, Long Beach, 1250 Bellflower Blvd., Long Beach, CA 90840, United States; email: seriksen@csulb.edu",,,03600025,,SROLD,,"English","Sex Roles",Article,,Scopus,2-s2.0-79957940891
"Bettencourt K.E.F., Vacha-Haase T., Byrne Z.S.","Older and Younger Adults' Attitudes Toward Feminism: The Influence of Religiosity, Political Orientation, Gender, Education, and Family",2011,"Sex Roles","64","11-12",,"863","874",,14,10.1007/s11199-011-9946-z,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957963575&doi=10.1007%2fs11199-011-9946-z&partnerID=40&md5=16db840650437ddcacaefec136026e25","Psychology Department, Colorado State University, Fort Collins, CO 80523-1876, United States","Bettencourt, K.E.F., Psychology Department, Colorado State University, Fort Collins, CO 80523-1876, United States; Vacha-Haase, T., Psychology Department, Colorado State University, Fort Collins, CO 80523-1876, United States; Byrne, Z.S., Psychology Department, Colorado State University, Fort Collins, CO 80523-1876, United States","The present study explored attitudes toward feminism in 245 U. S. college students and their older relatives. Participants completed a scale of attitudes towards feminism, political orientation, a religiosity measure, and a demographic questionnaire. Results indicated that older adults were more conservative than younger adults on their attitudes towards feminism, religiosity, and political orientation measures. In the young adult sample, attitudes towards feminism were predicted by gender and political orientation, compared to older adults in which religiosity and political orientation were the best predictors. When exploring generational influence, older adults' attitudes and demographic information were not associated with younger adults' attitudes towards feminism and the women's movement. In contrast, young adults' political views were associated with older adults' attitudes towards feminism. © 2011 Springer Science+Business Media, LLC.","Family influence; Feminism; Political influence; Religious beliefs",,"Vacha-Haase, T.; Psychology Department, Colorado State University, Fort Collins, CO 80523-1876, United States; email: Tammi.Vacha-Haase@colostate.edu",,,03600025,,SROLD,,"English","Sex Roles",Article,,Scopus,2-s2.0-79957963575
"Rhatigan D.L., Stewart C., Moore T.M.","Effects of Gender and Confrontation on Attributions of Female-Perpetrated Intimate Partner Violence",2011,"Sex Roles","64","11-12",,"875","887",,12,10.1007/s11199-011-9951-2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957940524&doi=10.1007%2fs11199-011-9951-2&partnerID=40&md5=7c297fb21eb8982dd9069f4462f70b82","Department of Psychology, University of Tennessee, Knoxville, TN 37996, United States; Department of Social Sciences, University of Houston-Downtown, Houston, TX 77002, United States","Rhatigan, D.L., Department of Psychology, University of Tennessee, Knoxville, TN 37996, United States; Stewart, C., Department of Social Sciences, University of Houston-Downtown, Houston, TX 77002, United States; Moore, T.M., Department of Psychology, University of Tennessee, Knoxville, TN 37996, United States","The present study examined the effects of perpetrator gender, victim confrontation, observer gender, and observer exposure to violence on attributions of blame and responsibility for partner violence. Data were collected from 728 college-aged students enrolled at two southeastern universities in the United States. Results demonstrated gendered biases among both male and female respondents. Men and women attributed less responsibility and blame to female perpetrators than male perpetrators, especially if the perpetrator was provoked. Moreover, exposure to violence was important for predicting attributions, and some of the evidence for observer effects were reduced to non-significance once these variables were added to the model. © 2011 Springer Science+Business Media, LLC.","Female perpetrators; Intimate partner violence; Responsibility and blame attributions; Societal tolerance",,"Moore, T. M.; Department of Psychology, University of Tennessee, Knoxville, TN 37996, United States; email: Tmoore24@utk.edu",,,03600025,,SROLD,,"English","Sex Roles",Article,,Scopus,2-s2.0-79957940524
"Tsui S.","Double task",2011,"Signs","36","3",,"577","588",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956267696&partnerID=40&md5=497df4ecbfa953f513e975974a1bc6a6","School of Agricultural Economics and Rural Development, Renmin University of China, China","Tsui, S., School of Agricultural Economics and Rural Development, Renmin University of China, China","This article begins from a presupposition that capitalist development induces war, whereas community building nurtures peace. This assumption is based on the ideas of two Peace Women: Joan Hinton and Mahasweta Devi. Developing a Marxist and feminist perspective, I argue that the core value of capitalist development is individualism and competition, whereas community building requires collectivity and cooperation. And I propose rural women's collectives as entailing a process of social redistribution, implying that one lives and shares with the other. The effort of peace making is embedded in rituals of mutuality at the ground level. In this article, rural women are represented as the subjects of this kind of social and cultural transformation. I employ the figure of rural women's collectivity to address the current overwhelming ideologies of urbanity, patriarchy, and individualism. © 2011 by The University of Chicago. All rights reserved.",,,"Tsui, S.; School of Agricultural Economics and Rural Development, Renmin University of ChinaChina; email: sittsui@gmail.com",,,00979740,,,,"English","Signs",Article,,Scopus,2-s2.0-79956267696
"Shun-Hing C.","Beyond war and men: Reconceptualizing peace in relation to the everyday and women",2011,"Signs","36","3",,"521","532",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956279450&partnerID=40&md5=c616a4d4946d9cb8aee9c335edb94f13","Department of Cultural Studies, Lingnan University, Hong Kong","Shun-Hing, C., Department of Cultural Studies, Lingnan University, Hong Kong","I draw on the experiences of two Chinese women and one group of women among the one thousand nominated for the Nobel Peace Prize by the 1000 Peace Women for the Nobel Peace Prize project to demonstrate how peace work is deeply rooted in the everyday and the lives of women. Among the three cases, environmental protection and sustainable livelihood emerge as common themes. The reasons for choosing these themes are twofold. First, environmental and livelihood issues are very prominent in China, especially in the mainland, and the contribution of women to environmental protection and the improvement of livelihood has been outstanding. By contextualizing their work in their respective political, social, and economic systems in Taiwan, Hong Kong, and mainland China, respectively, we will see that peace work at the individual level does have an impact on eliminating structural and cultural violence embedded in government policies, profit-driven economic development, discrimination, and so on. Second, the fact that the Nobel Peace Prize was awarded to Wangari Maathai in 2004, Muhammad Yunus and Grameen Bank in 2006, and the Intergovernmental Panel on Climate Change and Al Gore in 2007 is a good demonstration of the changing conceptualization of peace toward environment and livelihood issues at the global level. It is worth contributing the Chinese experience to the debates. © 2011 by The University of Chicago. All rights reserved.",,,"Shun-Hing, C.; Department of Cultural Studies, Lingnan UniversityHong Kong",,,00979740,,,,"English","Signs",Article,,Scopus,2-s2.0-79956279450
"Chi L.K.","Actions at the margins",2011,"Signs","36","3",,"551","560",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956267503&partnerID=40&md5=1440274240bfcda966deb194941212c3","Department of Cultural Studies, Lingnan University, Hong Kong","Chi, L.K., Department of Cultural Studies, Lingnan University, Hong Kong","This article shows how the practices of PeaceWomen in mainland China inhabit the margins without succumbing to institutional and cultural violence and how this is a pedagogical process, one of learning to live with differences and diversities here and now in our daily lives in relating to one another and to nature. © 2011 by The University of Chicago. All rights reserved.",,,"Chi, L. K.; Department of Cultural Studies, Lingnan UniversityHong Kong; email: Laukc@Ln.edu.hk",,,00979740,,,,"English","Signs",Article,,Scopus,2-s2.0-79956267503
