Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Chin L., Quine S.","Common Factors That Enhance the Quality of Life for Women Living in Their Own Homes or in Aged Care Facilities",2012,"Journal of Women and Aging","24","4",,"269","279",,2,10.1080/08952841.2012.650605,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868249722&doi=10.1080%2f08952841.2012.650605&partnerID=40&md5=832a2ae68439f3b7e49dd65b0ab00f13","School of Public Health, The University of Sydney, Sydney, Australia","Chin, L., School of Public Health, The University of Sydney, Sydney, Australia; Quine, S., School of Public Health, The University of Sydney, Sydney, Australia","A qualitative study of older women living in their own homes and older women living in aged care facilities found that the concerns of the women living in their own homes were the realities of life for the residents in the aged care facilities. Twenty-five female residents across two facilities and 11 older women living in their own homes were interviewed. The positive outcomes of aging at home are relevant and desirable for residents of aged care facilities. A smooth transition from community living to residential aged care involves retaining some of these positive aspects of their lives. © 2012 Copyright Taylor and Francis Group, LLC.","aged care facility; aging in place; older women; personal loss; quality of life","adaptive behavior; aged; aging; article; Australia; daily life activity; female; geriatric assessment; home for the aged; human; independent living; nursing home; physiology; psychological aspect; qualitative research; quality of life; social adaptation; social environment; standard; total quality management; Activities of Daily Living; Adaptation, Psychological; Aged; Aged, 80 and over; Aging; Australia; Female; Geriatric Assessment; Homes for the Aged; Housing for the Elderly; Humans; Independent Living; Nursing Homes; Qualitative Research; Quality Improvement; Quality of Life; Social Adjustment; Social Environment","Chin, L.23 Luttrell St., Hobartville, NSW 2753, Australia; email: leechin@pacific.net.au",,,08952841,,,23098042,"English","J. Women Aging",Article,,Scopus,2-s2.0-84868249722
"Crawley L., Lynch K.","The Emotional Significance of Affective Inequalities and Why They Are Important to Women in Old Age",2012,"Journal of Women and Aging","24","4",,"313","328",,1,10.1080/08952841.2012.708584,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868257166&doi=10.1080%2f08952841.2012.708584&partnerID=40&md5=012874a56f0813055e81c928a81945d5","School of Nursing, Midwifery and Health Systems, University College Dublin, Dublin, Ireland; Equality Studies Center, School of Social Justice, University College Dublin, Dublin, Ireland","Crawley, L., School of Nursing, Midwifery and Health Systems, University College Dublin, Dublin, Ireland; Lynch, K., Equality Studies Center, School of Social Justice, University College Dublin, Dublin, Ireland","Affective inequality is neglected in the study of old age. Using an egalitarian analysis, this article shows how affective inequalities matter to older women. Findings from the first author's PhD study explain the emotional significance of affective inequalities for Irish women. Twenty-one in-depth interviews were conducted to obtain data about experiences and perceptions of inequalities and how they had an impact on older women's well-being. Thematic analysis revealed that women experienced inequalities in old age as devaluation, obligations, exclusion, and misrecognition (DOEM), and they experienced injustices in areas of their lives that were largely outside of their control. Affective inequality implications are discussed. © 2012 Copyright Taylor and Francis Group, LLC.","affective; caring; emotions; equality; Ireland; old women","aged; aging; article; cultural anthropology; emotion; family relation; female; human; middle aged; psychological aspect; quality of life; social desirability; social psychology; socioeconomics; Aged; Aging; Culture; Emotions; Family Relations; Female; Humans; Middle Aged; Quality of Life; Social Desirability; Social Values; Socioeconomic Factors; Value of Life; Women","Crawley, L.; School of Nursing, Midwifery and Health Systems, University College Dublin, Dublin, Ireland; email: Loretta.crawley@ucd.ie",,,08952841,,,23098045,"English","J. Women Aging",Article,,Scopus,2-s2.0-84868257166
"Villar F., Celdrán M., Triadó C.","Grandmothers Offering Regular Auxiliary Care for Their Grandchildren: An Expression of Generativity in Later Life?",2012,"Journal of Women and Aging","24","4",,"292","312",,17,10.1080/08952841.2012.708576,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868254433&doi=10.1080%2f08952841.2012.708576&partnerID=40&md5=c2dcc4074b2f5a23cfd3b392948be8b3","Department of Developmental and Educational Psychology, University of Barcelona, Barcelona, Spain","Villar, F., Department of Developmental and Educational Psychology, University of Barcelona, Barcelona, Spain; Celdrán, M., Department of Developmental and Educational Psychology, University of Barcelona, Barcelona, Spain; Triadó, C., Department of Developmental and Educational Psychology, University of Barcelona, Barcelona, Spain","The study explores the meaning that grandmothers who offer regular childcare attach to that experience and the extent to which the notion of generativity might explain the meaning of the experience of caring for a grandchild. Twenty-four Spanish grandmothers aged 60 and over who provided at least 12 hours a week of childcare were interviewed. Interviews were transcribed verbatim and qualitatively analyzed. The results suggest that grandmothers regard their childcare input as being part of their parental duty of helping in times of need. A range of consequences of caregiving were mentioned, generally positive and satisfactory. Our participants apparently began their caregiving task as an expression of parental generativity, although rewards associated with childcare are linked to grandparental generativity. © 2012 Copyright Taylor and Francis Group, LLC.","care; generativity; grandmothers","aged; article; attitude; caregiver; child; child rearing; cooperation; family; female; human; human relation; middle aged; psychological aspect; satisfaction; Spain; Aged; Attitude; Caregivers; Child; Child Rearing; Family; Female; Helping Behavior; Humans; Intergenerational Relations; Middle Aged; Personal Satisfaction; Spain","Villar, F.; Department of Developmental and Educational Psychology, University of Barcelona, Barcelona, Spain; email: fvillar@ub.edu",,,08952841,,,23098044,"English","J. Women Aging",Article,,Scopus,2-s2.0-84868254433
"Hogan S., Warren L.","Dealing with Complexity in Research Processes and Findings: How Do Older Women Negotiate and Challenge Images of Aging?",2012,"Journal of Women and Aging","24","4",,"329","350",,12,10.1080/08952841.2012.708589,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864660236&doi=10.1080%2f08952841.2012.708589&partnerID=40&md5=508da91257ff9f7760a0984712559459","Department of Cultural Studies, University of Derby, Derby, United Kingdom; Department of Social Policy, University of Sheffield, Sheffield, United Kingdom","Hogan, S., Department of Cultural Studies, University of Derby, Derby, United Kingdom; Warren, L., Department of Social Policy, University of Sheffield, Sheffield, United Kingdom","The Representing Self-Representing Ageing initiative has been funded by the ESRC as part of the New Dynamics of Ageing cross-council research program. It has consisted of four projects with older women using visual research methods and participatory approaches to enable women to articulate their experiences of aging and to create alternative images of aging. Complex research processes were utilized. Innovative methods included the use of art elicitation, photo diaries, film booths, and phototherapy. © 2012 Copyright Taylor and Francis Group, LLC.","aging and popular culture; feminism and aging; images of aging; participatory arts; visual research methods; women and aging","adaptive behavior; aged; aging; art; article; attitude; body image; ethics; female; feminism; human; medical illustration; medical psychology; methodology; psychological aspect; qualitative research; self concept; Adaptation, Psychological; Aged; Aging; Attitude; Body Image; Female; Feminism; Humans; Medical Illustration; Portraits as Topic; Psychology, Medical; Qualitative Research; Self Concept; Women","Hogan, S.; University of Derby, Britannia Mill, Mackworth Rd., Derby, DE22 3BL, United Kingdom; email: s.hogan@derby.ac.uk",,,08952841,,,23098046,"English","J. Women Aging",Article,,Scopus,2-s2.0-84864660236
"Charbonneau D.H.","Readability of Menopause Web Sites: A Cross-Sectional Study",2012,"Journal of Women and Aging","24","4",,"280","291",,7,10.1080/08952841.2012.708574,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868259448&doi=10.1080%2f08952841.2012.708574&partnerID=40&md5=f423815849bd630a9d66b1be731fe90c","School of Library and Information Science, Wayne State University, Detroit, MI 48202, United States","Charbonneau, D.H., School of Library and Information Science, Wayne State University, Detroit, MI 48202, United States","More women are frequently referring to the Internet for health information, yet the readability of information about menopause on the Internet has not been widely studied. To address this gap, this study examined the readability of information about menopause on 25 Internet Web sites. Findings included that information on the Web sites had a reading level higher than the recommended sixth-grade level, and culturally appropriate health information was lacking. Health educators and practitioners are in a pivotal role to help women understand information useful for healthcare decisions. Several criteria are discussed to help practitioners evaluate Web sites. © 2012 Copyright Taylor and Francis Group, LLC.","health education; health literacy; menopause; readability; Web/Internet resources","article; attitude to health; biomedical technology assessment; cross-sectional study; female; health care personnel; health educator; human; human computer interaction; information dissemination; information literacy; information seeking; information service; Internet; menopause; methodology; organization and management; patient education; psychological aspect; standard; statistics; Attitude to Health; Computer Literacy; Cross-Sectional Studies; Female; Health Educators; Health Personnel; Humans; Information Dissemination; Information Literacy; Information Seeking Behavior; Information Services; Internet; Menopause; Patient Education as Topic; Technology Assessment, Biomedical; Women","Charbonneau, D. H.; School of Library and Information Science, Wayne State University, Detroit, MI 48202; email: dcharbon@wayne.edu",,,08952841,,,23098043,"English","J. Women Aging",Article,,Scopus,2-s2.0-84868259448
"Khau M.","Female sexual pleasure and autonomy: What has inner labia elongation got to do with it?",2012,"Sexualities","15","7",,"763","777",,9,10.1177/1363460712454068,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871261422&doi=10.1177%2f1363460712454068&partnerID=40&md5=673dfad40119b42e65be7e093a3833af","Nelson Mandela Metropolitan University, South Campus, PB 77000, Port Elizabeth Office No: 11-002, South Africa","Khau, M., Nelson Mandela Metropolitan University, South Campus, PB 77000, Port Elizabeth Office No: 11-002, South Africa","Female sexuality is a highly policed domain within many societies with women and girls being violated daily in relation to performing their gendered and sexual identities. This article explores the politics of inner labia elongation, and the socially constructed notions of genital beauty through the lens of gendered violence. It highlights the silences around sexual pleasure and desire for Basotho women through discussing the importance of labial elongation in the construction of sexual identities. It presents the challenges that women face as they negotiate the spaces between the social constructions of proper womanhood and female sexualities within a hetero-patriarchal society. © The Author(s) 2012 Reprints and permissions: sagepub.co.uk/journalsPermissions.nav.","Culture; female sexuality; inner labia elongation; Lesotho; sexual pleasure",,"Khau, M.; Nelson Mandela Metropolitan University, South Campus, PB 77000, Port Elizabeth Office No: 11-002, South Africa; email: khaumsc@gmail.com",,,13634607,,,,"English","Sexualities",Article,,Scopus,2-s2.0-84871261422
"Walker L.","The future of femme: Notes on femininity, aging and gender theory",2012,"Sexualities","15","7",,"795","814",,4,10.1177/1363460711417482,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871345831&doi=10.1177%2f1363460711417482&partnerID=40&md5=4df94161ab158fc6e92b50dcb1deac6b","Department of English, University of Southern Maine, 311 Luther Bonney Hall, PO Box 9300, Portland, ME 04106, United States","Walker, L., Department of English, University of Southern Maine, 311 Luther Bonney Hall, PO Box 9300, Portland, ME 04106, United States","This article begins by contextualizing the author's experience as an aging femme trying to locate herself in relation to the representation of the femme as lesbianism's ""bad girl."" From the point of view of the femme at midlife, it analyzes the construction of the femme as the gender performative subject with agency in opposition to an imagined ""mainstream,"" heterosexual woman whose gender identity is determined by her internalization of beauty culture. The article calls for a rethinking of how femme theory conceptualizes femininity, with particular attention to how current articulations of femme identity are indebted to voluntarist discourses of subjectivity traced through the feminist sex wars, theories of gender performativity, and subcultural studies of style. © The Author(s) 2012 Reprints and permissions: sagepub.co.uk/journalsPermissions.nav.","Age; femininity; femme; gender performativity; lesbian; queer; style",,"Walker, L.; Department of English, University of Southern Maine, 311 Luther Bonney Hall, PO Box 9300, Portland, ME 04106, United States; email: lwalker@usm.maine.edu",,,13634607,,,,"English","Sexualities",Article,,Scopus,2-s2.0-84871345831
"Rivers-Moore M.","Almighty gringos: Masculinity and value in sex tourism",2012,"Sexualities","15","7",,"850","870",,7,10.1177/1363460712454080,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871313514&doi=10.1177%2f1363460712454080&partnerID=40&md5=0a3471516a97fd954efc0d5ee6c52a4b","Women and Gender Studies Institute, University of Toronto, Wilson Hall, 40 Willcocks Street, 2030, Toronto, ON M5S 1C6, Canada","Rivers-Moore, M., Women and Gender Studies Institute, University of Toronto, Wilson Hall, 40 Willcocks Street, 2030, Toronto, ON M5S 1C6, Canada","Drawing on ethnographic fieldwork and interviews with sex tourists in San José, Costa Rica, this article explores the connections between masculinity and the production of value in sex tourism. I argue that in the context of increasing opportunities for travel and technological innovations, North American masculine identities have become transnational, including for non-elite men. Sex tourists' descriptions of their experiences reveal that they are involved in a contradictory search for a masculine identity that is simultaneously progressive and hegemonic, one that relies not only on sex workers but also on a critique of the masculinity of Costa Rican men and other tourists. This article also suggests that sex tourism is best understood as a relational economy, in that the encounters between sex tourists and sex workers produce value that is simultaneously economic, embodied, and emotional, including the possibility of temporarily enhanced social status. © The Author(s) 2012 Reprints and permissions: sagepub.co.uk/journalsPermissions.nav.","Latin America; masculinity; sex tourism; transnationality; value",,"Rivers-Moore, M.; Women and Gender Studies Institute, University of Toronto, Wilson Hall, 40 Willcocks Street, 2030, Toronto, ON M5S 1C6, Canada; email: megan.riversmoore@gmail.com",,,13634607,,,,"English","Sexualities",Article,,Scopus,2-s2.0-84871313514
"Burkett M., Hamilton K.","Postfeminist sexual agency: Young women's negotiations of sexual consent",2012,"Sexualities","15","7",,"815","833",,42,10.1177/1363460712454076,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871295870&doi=10.1177%2f1363460712454076&partnerID=40&md5=2bcf60a9bde24488ba5e4322455e8309","Sellenger Centre, School of Law and Justice, Edith Cowan University, 270 Joondalup Drive, Joondalup WA 6027, Australia","Burkett, M., Sellenger Centre, School of Law and Justice, Edith Cowan University, 270 Joondalup Drive, Joondalup WA 6027, Australia; Hamilton, K., Sellenger Centre, School of Law and Justice, Edith Cowan University, 270 Joondalup Drive, Joondalup WA 6027, Australia","Standard models of sexual consent in sexual violence prevention campaigns suppose that women, as free and autonomous agents, are in control of their sexuality and are able to 'just say no' to unwanted sex. In this article, we suggest that the 'just say no' approach to sexual consent is deeply problematic in light of the contradictory ways in which women's empowerment is assumed within postfeminist discourses whilst masking ongoing gender imbalances. In addition, we problematise neoliberalist notions of the inherently free and hyper-responsible citizen by highlighting the persistence of sociostructural constraints on young women's sexual decision-making. We draw on an analysis of interviews with eight young women aged between 18 and 24 about their perceptions and experiences of everyday negotiations of consent in their casual and intimate sexual relationships with men. © The Author(s) 2012 Reprints and permissions: sagepub.co.uk/journalsPermissions.nav.","Consent; heterosexuality; postfeminism; sexual practice; young women",,"Hamilton, K.; Sellenger Centre, School of Law and Justice, Edith Cowan University, 270 Joondalup Drive, Joondalup WA 6027, Australia; email: k.hamilton@ecu.edu.au",,,13634607,,,,"English","Sexualities",Article,,Scopus,2-s2.0-84871295870
"Terry G.","'I'm putting a lid on that desire': Celibacy, choice and control",2012,"Sexualities","15","7",,"871","889",,1,10.1177/1363460712454082,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871322364&doi=10.1177%2f1363460712454082&partnerID=40&md5=c7af55179727e5cc199451cbc91bef95","Department of Psychology, The University of Auckland, Private Bag 92019, Auckland Mail Centre, Auckland 1142, New Zealand","Terry, G., Department of Psychology, The University of Auckland, Private Bag 92019, Auckland Mail Centre, Auckland 1142, New Zealand","Sex is constructed as an important (even essential) part of 'normal' adult functioning, and for men in particular. While sexual abstinence may often be valued among adolescents, 'celibacy' among adults is considered problematic, associated with losses in health, well-being and general quality of life. Despite this, for various reasons, some people choose to deliberately avoid sexual activity (often conflated with coitus) with another person, even though they might continue to desire it. This article presents interview data detailing nine men's accounts of their choice to be 'celibate' or deliberately giving up sex for a period of time. Using thematic analysis, it presents two primary themes. First, that sex (despite the choice to be celibate) is still an imperative, and second, that celibacy becomes necessary as sex itself can be constructed as a problem. The analysis also examines how accounts of 'choice' and 'control' are used to define celibacy as a form of resistance to the power of the male sex-drive discourse, and yet simultaneously build upon hegemonic forms of masculine sense making such as a self-control, autonomy, and in some cases outright misogyny. © The Author(s) 2012 Reprints and permissions: sagepub.co.uk/journalsPermissions.nav.","Celibacy; male sex drive; masculine sense making; masculinities; self-control",,"Terry, G.; Department of Psychology, The University of Auckland, Private Bag 92019, Auckland Mail Centre, Auckland 1142, New Zealand; email: g.terry@auckland.ac.nz",,,13634607,,,,"English","Sexualities",Article,,Scopus,2-s2.0-84871322364
"Rodrigues S.","From vaginal exception to exceptional vagina: The biopolitics of female genital cosmetic surgery",2012,"Sexualities","15","7",,"778","794",,5,10.1177/1363460712454073,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871340620&doi=10.1177%2f1363460712454073&partnerID=40&md5=de377a6213a1ea6e719577b41ed774fc","The Centre for the Study of Theory and Criticism, University of Western Ontario, Somerville House, 2345, London, ON, N6A 3K7, Canada","Rodrigues, S., The Centre for the Study of Theory and Criticism, University of Western Ontario, Somerville House, 2345, London, ON, N6A 3K7, Canada","Female genital cosmetic surgery (FGCS) refers to a group of procedures designed to alter the aesthetics or 'function' of women's genital anatomy. This article analyzes the biopolitics of FGCS, opening up for discussion the relationship between biopolitics and vaginas. I theorize the biopolitics of FGCS in terms of how these procedures discipline individual bodies, demarcate and regulate a population defined by its vulval aesthetics, and ultimately create the optimal, 'biopolitical vagina'. I suggest that these surgeries signify a contemporary (re)deployment of biopower aimed at making the vagina more useful - a move from vaginal exception to the exceptional vagina. © The Author(s) 2012 Reprints and permissions: sagepub.co.uk/journalsPermissions.nav.","Biopolitics; female genital cosmetic surgery; feminism; Foucault; vagina",,"Rodrigues, S.; The Centre for the Study of Theory and Criticism, University of Western Ontario, Somerville House, 2345, London, ON, N6A 3K7, Canada; email: srodri28@uwo.ca",,,13634607,,,,"English","Sexualities",Article,,Scopus,2-s2.0-84871340620
"Leonard W.","Safe sex and the aesthetics of gay men's HIV/AIDS prevention in Australia: From Rubba me in 1984 to F**k me in 2009",2012,"Sexualities","15","7",,"834","849",,3,10.1177/1363460712454079,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871335531&doi=10.1177%2f1363460712454079&partnerID=40&md5=736bf1156ee74b6bfe82a925f33f9237","Australian Research Centre in Sex, Health and Society, La Trobe University, 215 Franklin Street, Melbourne, VIC 3000, Australia","Leonard, W., Australian Research Centre in Sex, Health and Society, La Trobe University, 215 Franklin Street, Melbourne, VIC 3000, Australia","This article offers a selective review of the history of gay men's HIV/AIDS prevention in Australia. It argues that from the outset of the epidemic, those working in gay men's HIV prevention in Australia developed a new health education aesthetic, a safe-sex aesthetic, which packaged safe-sex information in ways that were sex positive and appealing to the target audience. At the same time, it presented safe sex as constitutive of a shared gay male identity, based on an ethics of mutual care and support. This aesthetic has proven immensely flexible in responding to and accommodating changes in the epidemic and gay male community over the past 25 years. However, it has led to attacks by conservative groups that gay men's HIV prevention has been less about prevention and more about promoting homosexuality. This article concludes that a safe-sex aesthetic was ahead of its time, modelling best-practice health promotion nearly a decade before it became official public health policy in Australia. © The Author(s) 2012 Reprints and permissions: sagepub.co.uk/journalsPermissions.nav.","Aesthetics; Australia; gay men; health promotion; HIV prevention; safe sex",,"Leonard, W.; Australian Research Centre in Sex, Health and Society, La Trobe University, 215 Franklin Street, Melbourne, VIC 3000, Australia; email: W.Leonard@latrobe.edu.au",,,13634607,,,,"English","Sexualities",Article,,Scopus,2-s2.0-84871335531
"Fonseca L., Araújo H.C., Santos S.A.","Sexualities, teenage pregnancy and educational life histories in Portugal: Experiencing sexual citizenship?",2012,"Gender and Education","24","6",,"647","664",,,10.1080/09540253.2012.695772,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867551355&doi=10.1080%2f09540253.2012.695772&partnerID=40&md5=a76f3ab42456cc02fe7da757d9b35608","Research Centre in Education (CIIE), Faculty of Psychology and Education Sciences, University of Porto, Rua Alfredo Allen, 4200-135, Porto, Portugal","Fonseca, L., Research Centre in Education (CIIE), Faculty of Psychology and Education Sciences, University of Porto, Rua Alfredo Allen, 4200-135, Porto, Portugal; Araújo, H.C., Research Centre in Education (CIIE), Faculty of Psychology and Education Sciences, University of Porto, Rua Alfredo Allen, 4200-135, Porto, Portugal; Santos, S.A., Research Centre in Education (CIIE), Faculty of Psychology and Education Sciences, University of Porto, Rua Alfredo Allen, 4200-135, Porto, Portugal","This article focuses on Portuguese working-class teenage girls' voices and experiences concerning sexuality and pregnancy. Within a sociological, feminist and educational framework, it explores the girls' perspective on sexual and intimate citizenship as evidence of fairer forms of regulation of teenage sexualities. Through building life histories of three pregnant and teenage mothers, this article aims to understand how girls rehearse and live out their sexualities and pregnancies as well as listen to their voices and recognise their demand for inclusion and respect. Gender power relations emerge as central in configuring girls' pathways and shed light on youth pregnancy. © 2012 Copyright Taylor and Francis Group, LLC.","education; gender; life histories; sexual citizenship; teenage pregnancy; youth",,"Araújo, H. C.; Research Centre in Education (CIIE), Faculty of Psychology and Education Sciences, University of Porto, Rua Alfredo Allen, 4200-135, Porto, Portugal; email: hcgaraujo@mail.telepac.pt",,,09540253,,,,"English","Gender Educ.",Article,,Scopus,2-s2.0-84867551355
"Cobbett M., Younger M.","Boys' educational 'underachievement' in the Caribbean: Interpreting the 'problem'",2012,"Gender and Education","24","6",,"611","625",,6,10.1080/09540253.2012.677014,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867515285&doi=10.1080%2f09540253.2012.677014&partnerID=40&md5=e4871193a704166e726fcdb1f44396d5","Centre for Commonwealth Education, University of Cambridge Faculty of Education, 184 Hills Road, Cambridge, CB2 8PQ, United Kingdom","Cobbett, M., Centre for Commonwealth Education, University of Cambridge Faculty of Education, 184 Hills Road, Cambridge, CB2 8PQ, United Kingdom; Younger, M., Centre for Commonwealth Education, University of Cambridge Faculty of Education, 184 Hills Road, Cambridge, CB2 8PQ, United Kingdom","Education ministries in the Caribbean countries have directed considerable attention over the last decade to 'solving' the 'problem' of boys' underachievement. Rather than considering such interventions, our central concern in this paper is to revisit debates about the interpretation of the issue, to explore whether boys' underachievement is indeed a 'problem', in the sense of both an empirical reality and an issue requiring political attention. In this paper, we explore contestations over the reality and complexity of educational underachievement and whether this relates to broader political-economic marginalisation (or privileging) of boys. We turn then to explore the relationship between material realities and gendered subjectivities. Overall, we argue that boys' underachievement should neither be ignored nor be the exclusive focus of attention and that a move from 'boys' underachievement' to a broader analysis of 'gender and education' is needed, to place the debate in a gender relational context. © 2012 Copyright Taylor and Francis Group, LLC.","boys' underachievement; gender relational; marginalisation; privileging; problem",,"Cobbett, M.; Centre for Commonwealth Education, University of Cambridge Faculty of Education, 184 Hills Road, Cambridge, CB2 8PQ, United Kingdom; email: mcc68@cam.ac.uk",,,09540253,,,,"English","Gender Educ.",Article,,Scopus,2-s2.0-84867515285
"Wohlwend K.E.","The boys who would be princesses: Playing with gender identity intertexts in Disney Princess transmedia",2012,"Gender and Education","24","6",,"593","610",,13,10.1080/09540253.2012.674495,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867527104&doi=10.1080%2f09540253.2012.674495&partnerID=40&md5=2285ce2987d39d597114e4a944541d89","Literacy, Culture, and Language Education, Indiana University, 201 N. Rose Avenue, 3042 Wright Education Building, Bloomington, IN 47405, United States","Wohlwend, K.E., Literacy, Culture, and Language Education, Indiana University, 201 N. Rose Avenue, 3042 Wright Education Building, Bloomington, IN 47405, United States","Using data from a 3-year ethnographic study in US early childhood classrooms, I examine two kindergarten boys' classroom play with their favourite Disney Princess transmedia to see how they negotiated gender identity layers clustered in the franchise's commercially given storylines and consumer expectations. This analysis contributes necessarily syncretic methods of analysis that enable critical examination of the complexity in children's play interactions with popular media artefacts as collaborative and heteroglossic negotiations of gender. Mediated discourse analysis of action and multimodality in boys' Snow White princess play makes visible how children pivoted and anchored their performances as they negotiated, played, and blurred boundaries among gender identity intertexts. © 2012 Copyright Taylor and Francis Group, LLC.","boys; ethnography; identities; literacy; popular culture",,"Wohlwend, K. E.; Literacy, Culture, and Language Education, Indiana University, 201 N. Rose Avenue, 3042 Wright Education Building, Bloomington, IN 47405, United States; email: kwohlwen@indiana.edu",,,09540253,,,,"English","Gender Educ.",Article,,Scopus,2-s2.0-84867527104
"de Wet A., Roux C., Simmonds S., ter Avest I.","Girls' and boys' reasoning on cultural and religious practices: A human rights education perspective",2012,"Gender and Education","24","6",,"665","681",,1,10.1080/09540253.2012.712096,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867523896&doi=10.1080%2f09540253.2012.712096&partnerID=40&md5=6eb8d538cb8016ac8845fd7ff0af56be","Faculty of Education Sciences, North-West University, Potchefstroom, South Africa; Faculty of Education, VU University Amsterdam, Amsterdam, Netherlands","de Wet, A., Faculty of Education Sciences, North-West University, Potchefstroom, South Africa; Roux, C., Faculty of Education Sciences, North-West University, Potchefstroom, South Africa; Simmonds, S., Faculty of Education Sciences, North-West University, Potchefstroom, South Africa; ter Avest, I., Faculty of Education, VU University Amsterdam, Amsterdam, Netherlands","Human rights play a vital role in citizens' political, religious and cultural life (Wang 2002, 171). Due to the prominence of human rights in the everyday life of citizens, including those of South Africa, human rights education has been included in many school curricula. Human rights education aims to develop responsible citizens who inter alia foster an understanding of gender, ethnical, religious and cultural diversities. This, it is hoped will encourage and maintain peace, as outlined in the 1948 Universal Declaration of Human Rights. Departing from a human rights position, a qualitative study commenced in 2009 to explore how girls and boys reason about the cultural and religious practices of girls in their communities and families. Narratives by girls and boys highlighted their views on girls' positioning in their specific communities. From the findings it became evident that the participants were aware of conforming to particular cultural and religious practices. However, some participants also challenged how they perceived these practices and the roles of girls in their communities. The article highlights the necessity of embarking on a gendered perspective towards human rights education. © 2012 Copyright Taylor and Francis Group, LLC.","cultural and religious practices; gender role; gender-based reasoning; gendered human rights; human rights; initiation",,"de Wet, A.; Faculty of Education Sciences, North-West University, Potchefstroom, South Africa; email: annamagriet.dewet@nwu.ac.za",,,09540253,,,,"English","Gender Educ.",Article,,Scopus,2-s2.0-84867523896
"Tormey R., Gleeson J.","The gendering of global citizenship: Findings from a large-scale quantitative study on global citizenship education experiences",2012,"Gender and Education","24","6",,"627","645",,7,10.1080/09540253.2011.646960,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862622444&doi=10.1080%2f09540253.2011.646960&partnerID=40&md5=60292cb0b721c5623e6b3ab8ae57fcf2","Centre de Recherche et d'Appui pour la Formation et ses Technologies (CRAFT), École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Department of Education and Professional Studies, University of Limerick, Limerick, Ireland","Tormey, R., Centre de Recherche et d'Appui pour la Formation et ses Technologies (CRAFT), École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Gleeson, J., Department of Education and Professional Studies, University of Limerick, Limerick, Ireland","The growing literature on the gendering of citizenship and citizenship education highlights that western notions of 'citizenship' have often been framed in a way that implicitly excludes women. At the same time, insofar as feminist writers have addressed citizenship, they have tended to see it in largely local and national terms. While feminist literature has laid the groundwork for understanding how schools have shaped and structured a gendered citizenry, there is a lack of large-scale quantitative data which might allow us to explore the intersection between gender and global citizenship education. Drawing on a large-scale quantitative study on development education/global citizenship education in second-level schools, the data presented here suggest that emergent notions of global citizenship are being gendered in schools. The data suggest that girls' schools are more likely than other types of schools to emphasise a sense of responsibility for, and an analysis of, global inequalities, while differences also emerge between boys' schools and co-educational schools. © 2012 Copyright Taylor and Francis Group, LLC.","Catholic education; citizenship education; development education; gender; single-sex schools",,"Tormey, R.; Centre de Recherche et d'Appui pour la Formation et ses Technologies (CRAFT), École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; email: roland.tormey@epfl.ch",,,09540253,,,,"English","Gender Educ.",Article,,Scopus,2-s2.0-84862622444
